 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
1	obj1-val2324	183.84	36.57	0	181.22	38.70	2.62
2	obj2-val2789	188.76	12.63	0.33	185.16	12.46	4.59
3	obj3-val3254	144.98	8.20	0.98	143.83	10.00	3.44
4	obj4-val3718	144.32	32.64	1.15	148.58	35.26	4.26
5	obj5-val5113	172.53	31.16	1.15	179.25	39.69	4.10
6	obj6-val5577	98.89	20.83	2.13	94.14	22.14	2.79
7	obj7-val6507	106.44	24.44	1.15	107.42	28.37	5.74
8	obj8-val6972	73.14	28.86	2.46	74.29	33.29	4.92
9	obj9-val7437	152.52	35.26	2.13	164.82	37.72	3.28
10	obj10-val8366	148.91	26.73	0.82	154.82	35.42	4.76
11	obj11-val8831	158.10	28.21	0.49	164.66	33.78	5.25
12	obj12-val9296	124.15	20.50	2.46	128.74	14.43	5.08
13	obj13-val9761	83.97	29.19	2.30	78.23	32.64	4.76
14	obj14-val10225	133.50	33.46	2.79	123.33	29.19	3.61
15	obj15-val10690	142.52	29.85	1.64	146.78	34.77	4.92
16	obj16-val11155	169.58	15.74	1.31	175.48	11.97	5.41
17	obj17-val11620	93.48	22.80	2.46	90.53	21.65	4.43
18	obj18-val12084	205.66	27.22	2.13	215.33	32.47	5.90
19	obj19-val12549	114.80	31.65	2.95	123.49	29.19	4.10
20	obj20-val13014	184.50	33.78	0.98	186.47	39.36	4.59
21	obj21-val13479	154.49	12.96	2.46	164	10.99	4.43
22	obj22-val13944	192.70	15.42	1.64	199.75	11.48	5.58
23	obj23-val14408	97.09	16.89	3.94	106.93	16.56	4.10
24	obj24-val14873	82.49	27.55	2.13	73.80	25.58	5.74
25	obj25-val15338	172.04	26.90	1.31	178.10	32.64	5.90
26	obj26-val15803	167.94	29.68	1.31	170.72	33.13	5.74
27	obj27-val16268	183.84	31.00	0.66	187.45	33.78	5.90
28	obj28-val16732	167.44	32.64	0.82	164.98	35.92	4.76
29	obj29-val17197	180.24	29.68	0.98	184.99	37.23	5.08
30	obj30-val17662	198.77	32.47	1.80	207.62	36.41	5.41
31	obj31-val18127	187.94	20.34	1.48	191.88	12.63	6.07
32	obj32-val18591	179.74	19.19	1.15	180.24	14.10	6.23
33	obj33-val19056	174.00	19.68	0.98	165.80	16.40	6.40
34	obj34-val19521	182.20	20.83	0.82	173.35	16.56	6.07
35	obj35-val19986	72.82	19.52	4.10	83.31	17.22	4.43
36	obj36-val20451	160.88	28.04	0.82	168.92	29.68	6.56
37	obj37-val20915	175.81	13.94	1.97	185.32	11.15	5.41
38	obj38-val21380	161.54	18.04	2.13	167.61	13.61	5.74
39	obj39-val21845	196.80	19.52	1.80	202.70	16.89	6.72
40	obj40-val22310	115.13	18.20	3.94	126.44	14.76	4.59
41	obj41-val22775	99.22	20.50	2.30	89.22	18.86	5.90
42	obj42-val23239	172.20	26.08	1.48	182.70	29.52	6.56
43	obj43-val23704	180.07	26.90	0.82	186.47	28.37	6.89
