 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
44	obj44-val24169	152.19	24.76	1.31	159.57	30.50	6.07
45	obj45-val24634	148.42	27.72	0.82	151.37	33.13	5.58
46	obj46-val25099	157.77	25.42	0.49	160.06	32.80	5.74
47	obj47-val25563	187.78	33.95	1.80	194.67	35.42	5.25
48	obj48-val26028	103.48	19.52	2.30	114.80	17.38	5.25
49	obj49-val26493	151.21	24.93	0.82	147.11	26.08	6.72
50	obj50-val26958	99.38	26.73	1.80	101.68	27.39	5.58
51	obj51-val27422	140.55	27.88	1.80	134.15	28.37	5.90
52	obj52-val27887	142.19	11.15	3.94	153.18	10.66	4.26
53	obj53-val28352	160.23	13.12	3.94	147.11	12.14	5.41
54	obj54-val28817	146.78	19.02	1.48	136.78	18.53	6.72
55	obj55-val29282	87.74	23.29	2.13	80.20	19.19	4.92
56	obj56-val29746	152.68	22.63	1.64	143.99	21.32	6.89
57	obj57-val30211	160.06	22.47	1.48	172.53	25.58	6.89
58	obj58-val30676	146.94	23.12	1.48	138.91	24.93	6.72
59	obj59-val31141	95.61	26.73	2.62	83.97	23.45	6.40
60	obj60-val31606	187.29	25.09	1.31	190.90	26.73	7.22
61	obj61-val32070	155.96	24.76	0.82	160.23	27.22	7.05
62	obj62-val32535	159.08	23.94	0.66	168.43	26.73	6.72
63	obj63-val33000	168.26	25.42	1.15	178.10	26.57	6.89
64	obj64-val33465	135.14	32.64	3.44	122.67	28.21	5.08
65	obj65-val33929	206.64	17.38	2.62	209.43	10.99	5.58
66	obj66-val34394	153.01	19.52	2.13	143.34	14.27	6.07
67	obj67-val34859	152.36	22.14	1.80	144.48	17.38	6.56
68	obj68-val35324	155.96	19.02	1.48	153.83	20.01	7.22
69	obj69-val35789	195.16	21.81	1.80	201.88	20.83	7.22
70	obj70-val36253	138.09	23.94	1.48	128.74	22.14	6.72
71	obj71-val36718	203.03	23.62	2.46	211.40	21.48	7.05
72	obj72-val37183	83.97	23.78	2.13	75.28	21.81	5.90
73	obj73-val37648	194.67	22.14	1.80	204.18	24.11	7.05
74	obj74-val38113	31.16	25.75	4.76	40.67	25.09	5.25
75	obj75-val38577	133.33	26.40	1.97	127.76	23.62	6.72
76	obj76-val39042	137.60	24.60	1.48	133.33	25.91	6.72
77	obj77-val39507	71.34	24.60	2.95	70.85	26.40	6.23
78	obj78-val39972	65.11	27.88	3.61	55.60	30.83	5.41
79	obj79-val40436	194.01	29.52	1.64	204.84	33.13	5.90
80	obj80-val40901	144.81	17.22	1.97	137.43	14.60	6.07
81	obj81-val41366	193.36	19.52	1.97	197.78	18.04	7.05
82	obj82-val41831	161.54	21.32	1.64	150.55	15.74	6.23
83	obj83-val42296	217.46	18.86	4.10	221.89	14.92	5.74
84	obj84-val42760	182.86	23.94	1.80	186.47	18.53	7.22
85	obj85-val43225	116.60	24.27	2.62	122.67	20.01	6.23
86	obj86-val43690	107.26	21.65	2.46	119.88	21.32	6.07
87	obj87-val44155	173.51	24.11	1.64	184.17	18.20	6.89
88	obj88-val44620	74.13	24.27	3.12	71.67	22.63	6.07
89	obj89-val45549	60.02	24.44	4.59	72.16	25.75	5.41
90	obj90-val46014	194.01	27.39	1.64	195.00	24.93	7.38
91	obj91-val46479	202.21	27.39	1.97	211.56	30.34	6.40
92	obj92-val46944	140.71	26.90	1.48	144.65	30.01	6.40
93	obj93-val47408	191.39	26.40	1.64	197.29	34.77	5.74
94	obj94-val47873	187.29	20.83	1.48	182.53	14.10	6.23
95	obj95-val48338	134.15	20.01	2.13	129.89	16.24	6.23
96	obj96-val48803	187.29	21.81	1.31	190.73	22.30	7.38
97	obj97-val49267	74.29	19.84	4.59	60.19	21.81	5.58
98	obj98-val49732	101.35	24.27	2.62	91.68	22.30	6.56
99	obj99-val50197	51.50	24.27	5.25	41.16	24.60	5.41
100	obj100-val51127	196.47	28.54	1.80	201.72	27.55	6.89
101	obj101-val51591	66.58	27.22	3.28	69.04	33.78	5.41
102	obj102-val52056	65.76	32.64	3.77	62.16	32.14	5.74
103	obj103-val52521	205.66	19.84	2.62	210.90	16.40	6.56
104	obj104-val52986	140.22	21.65	1.80	130.54	18.04	6.40
105	obj105-val53451	209.59	20.34	3.44	218.78	20.83	6.72
106	obj106-val53915	164.49	22.63	1.15	174.82	20.34	7.05
107	obj107-val54380	106.44	21.48	2.46	100.20	22.63	6.23
108	obj108-val54845	142.35	22.30	1.97	134.32	20.83	6.89
109	obj109-val55310	193.52	22.47	1.97	194.67	20.50	7.38
110	obj110-val55774	114.80	25.09	2.30	127.10	23.12	6.40
111	obj111-val56239	185.65	23.78	1.48	179.42	24.93	7.05
112	obj112-val56704	222.22	16.73	4.43	220.09	18.04	6.23
113	obj113-val57169	126.77	27.72	2.30	125.95	20.50	6.89
114	obj114-val57634	19.35	26.73	5.08	34.60	22.80	5.74
115	obj115-val58098	210.58	27.88	4.10	219.43	20.50	6.40
116	obj116-val58563	191.39	19.68	1.64	195.49	16.89	6.89
117	obj117-val59028	52.48	23.12	4.92	39.85	22.47	5.58
118	obj118-val59493	159.57	22.30	1.80	166.79	20.17	7.05
119	obj119-val59958	109.72	23.45	2.46	107.58	23.45	6.40
120	obj120-val60422	154.00	22.47	1.97	158.26	23.62	7.22
121	obj121-val60887	59.37	23.94	3.94	50.68	27.55	6.07
122	obj122-val61817	221.40	25.91	4.92	220.09	20.83	6.89
123	obj123-val62281	100.70	25.09	2.62	108.08	26.57	6.23
124	obj124-val64141	28.21	27.06	4.59	25.42	24.60	10.66
125	obj125-val64605	20.17	26.57	4.76	24.76	26.24	9.84
126	obj126-val65535	28.70	26.90	4.59	32.31	26.57	9.18
