Nb	Obj	Type	Label	CX (pix)	CY (pix)	CZ (pix)	CX (unit)	CY (unit)	CZ (unit)	Xmin (pix)	Ymin (pix)	Zmin (pix)	Xmax (pix)	Ymax (pix)	Zmax (pix)	VolBounding (pix)	RatioVolbox	Vol (unit)	Vol (pix)	Surf (unit)	Surf (pix)	SurfCorr (pix)	Comp (pix)	Spher (pix)	CompCorr (pix)	SpherCorr (pix)	Comp (unit)	Spher (unit)	CompDiscrete	Feret (unit)	Ell_MajRad	Ell_Elon	Ell_Flatness	volEllipsoid (unit)	RatioVolEllipsoid	Moment1	Moment2	Moment3	Moment4	Moment5	DCMin (unit)	DCMax (unit)	DCMean (unit)	DCSD (unit)	
0	1	0	obj1-val2900	1279.1240491515507	164.03861907548273	5.821240491515506	209.7763440608543	26.90233352837917	2.3284961966062023	1268	146	1	1291	179	14	11424.0	0.29919467787114845	36.77221120000001	3418	110.6488320000001	2390.0	1645.2970666666665	0.09678382622424128	0.4591288684018705	0.29666309273781477	0.6669416505579999	0.11288893173612313	0.4833007141755822	0.946279766323419	6.226287364959717	2.9351228614116263	1.3399932998709703	1.2825914091322976	45.99110699384558	0.7995504697227831	303.5648740539339	27803.80194365365	774492.9604167904	3.314353660917759	0.027686172654922105	0.49758258982828557	3.593962094253228	2.0031451542522345	0.5092975109971184	
1	2	0	obj2-val4060	1121.581157884597	140.00963298333494	9.79674405163279	183.9393098930739	22.96157980926693	3.9186976206531163	1096	118	2	1148	162	21	47700.0	0.21763102725366876	111.68295040000001	10381	263.30921599998015	5516.0	3623.0956	0.07262029069469252	0.4172083969339913	0.256266226946491	0.635180453350954	0.07727303151477279	0.42593469828181846	0.95522939553014	9.13533878326416	4.064766640387922	1.1612443666511645	1.2804386020746252	162.92564240998922	0.6854841800712922	673.8549494752126	144277.8231592049	9719605.379783293	3.147264652247916	0.031765036952713675	1.2701074185797885	5.499990368522945	3.1195943211378867	0.7758559587175305	
2	3	0	obj3-val4640	1319.5518875276662	157.77290439228156	9.57183827426042	216.40650955453725	25.87475632033418	3.828735309704168	1280	123	0	1358	188	23	125136.0	0.2563530878404296	345.11871360000004	32079	539.0771840000797	11996.0	8220.314233333333	0.06741936306769888	0.40700080870844496	0.20952157900749319	0.5939404715816516	0.08598774071254268	0.44137988237120585	0.9681442795279785	13.80019760131836	6.369374840512773	1.2898874160972864	1.59000258632962	409.14530291346597	0.8435113666036451	1386.7660906362798	558357.0851841086	6.1294977230738394E7	3.4442478499301488	0.022983451409754874	1.2414228257271192	7.344915435816633	4.341074226875726	1.1016478926342974	
3	4	0	obj4-val5220	1167.6846179183135	87.07691040843214	14.224308300395258	191.5002773386034	14.280613306982872	5.6897233201581034	1152	74	6	1181	102	26	18270.0	0.3323481116584565	65.3250048	6072	144.81068799999844	2932.0	1899.1475333333335	0.16543370696389093	0.5489611294383342	0.6087511405679727	0.847513443778341	0.15893129547594578	0.5416724415632144	0.9728466610603685	8.459182739257812	3.7658978605822675	1.5936791538359307	1.2302890430559135	71.59542287663469	0.912418729791719	436.030659796978	52567.656999752064	1876896.2462748485	3.6167245628597193	0.022640665145657643	1.4055691479772987	4.912753906780414	2.606819804586122	0.5906300867296533	
4	5	0	obj5-val5800	1185.6725943857361	202.1010195056096	13.144546343280108	194.45030547926075	33.14456719891997	5.257818537312044	1165	165	1	1210	224	29	80040.0	0.2683783108445777	231.1011904	21481	381.2895040000226	8098.0	5326.746833333334	0.0982716043774642	0.4614695165650782	0.345282998549318	0.7015496272140638	0.10896629574307837	0.47763673036350224	0.9721405087961038	13.931994438171387	7.064715360895437	2.142009619200584	1.1354388594654719	283.5084496425388	0.8151474521884043	1286.9151636241381	364885.83296348405	2.943077935063888E7	4.538818689985921	0.013808675000181379	1.4969469840985845	7.321026984981633	4.282489192179217	1.266045911520416	
5	6	0	obj6-val6380	1240.8519839500668	167.5068658047258	12.599442710655373	203.49972536781098	27.471125991975033	5.039777084262149	1208	135	0	1271	196	28	115072.0	0.3898428809788654	482.62182400000006	44860	514.5257280000853	11276.0	7575.6969	0.15874706711468878	0.5414630640679662	0.5234836726497709	0.8059369118635199	0.19339489207794208	0.5782938463393705	0.9858521693947689	11.452474594116211	5.07476391512133	1.0291705747417932	1.0441501923172352	494.99227713629904	0.9750087956768411	1345.3413670561265	602275.5139101173	8.971531675902262E7	3.005175126848276	0.0368441978784909	4.0271170377433565	6.284419228242736	4.767379224467428	0.3235901865034913	
6	7	0	obj7-val6959	1295.2062034023973	204.61379083082753	14.425382048852823	212.41381735799317	33.556661696255716	5.77015281954113	1255	179	2	1329	229	30	110925.0	0.21885958981293666	261.18167680000005	24277	450.5867200000495	9388.0	6140.972566666667	0.08056068815248596	0.43189159635783814	0.2878266071058758	0.6602528929133359	0.08433398487094636	0.4385319416889301	0.9690150403052895	14.058385848999023	6.748132410488539	1.2708446308760546	2.441830135080506	326.391626849867	0.8002094885851281	1458.613851925894	564222.5703711176	3.900746850539953E7	3.770771466357141	0.012569753637738138	0.9374791504272681	7.819829929352523	4.4380237842260035	1.3058384439014734	
7	8	0	obj8-val7539	1076.6052826348414	90.11740216486261	15.634563789434731	176.563266352114	14.779253955037468	6.253825515773893	1040	75	5	1116	110	29	69300.0	0.311948051948052	232.57509120000006	21618	386.0389440000288	8194.0	5441.807866666666	0.0960717097247617	0.4580000362127796	0.32798485187916926	0.689632831244119	0.10633724796506352	0.4737640797546887	0.9717090430897796	12.946456909179688	6.355359070891852	1.3829803731638137	2.1021663623939446	267.4297696655535	0.8696679187618396	1232.2856566420367	396357.6335573946	2.618721109888035E7	3.8312064938338186	0.013994425313463971	1.1105097674757898	7.405050091768306	4.15954330778269	1.09883694541391	
8	9	0	obj9-val8119	1028.5040357852884	131.38214711729623	14.610119284294235	168.6746618687873	21.546672127236583	5.8440477137176945	994	100	2	1064	162	29	125244.0	0.4016160454792245	541.1475200000001	50300	551.7248640000832	12354.0	8470.618233333335	0.15176287755911463	0.5334030039131974	0.4708071149173878	0.7779428121258438	0.19720414976477685	0.582066026535968	0.9857702242151946	11.52652359008789	5.534804168838175	1.099939299653094	1.0658668852984903	550.7505736714941	0.9825636973785126	1454.523779614324	699044.332683198	1.1106562502794039E8	3.0264738966453097	0.036092518483448285	3.773296603173595	6.119113965605641	4.894938087736894	0.36802527916398253	
9	10	0	obj10-val8699	1095.7838454784899	181.3254609306409	14.126997366110624	179.70855065847235	29.73737559262511	5.65079894644425	1056	142	2	1122	217	36	178220.0	0.12781954887218044	245.076352	22780	498.12966400006786	10298.0	6813.3962	0.05374043165669662	0.3773700882377932	0.1855533848237465	0.5703694996481132	0.05495762705201876	0.38019792665676955	0.9584672361657274	17.02893829345703	9.490952880830898	2.3115452290262337	1.6874921087115835	397.1654836040305	0.6170635720306913	2098.019394993149	743593.6304876783	5.7758079634096E7	5.919476984869569	0.006254379781453084	0.5772597625368089	9.743279238838506	4.883807802679702	1.9668046269612507	
