 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
1	obj1-val4810	36.90	23.12	1.31	47.56	20.66	1.97
2	obj2-val6012	148.26	23.45	1.31	154.32	14.10	5.74
3	obj3-val6614	136.12	23.12	0.98	131.20	14.60	5.08
4	obj4-val7215	143.83	11.15	2.95	149.90	12.63	4.59
5	obj5-val7816	160.23	22.47	0.49	165.48	13.61	5.90
6	obj6-val8417	153.18	12.46	1.31	156.46	12.63	4.76
7	obj7-val9019	107.58	19.52	2.46	101.19	20.66	4.76
8	obj8-val9620	165.80	25.26	2.30	164.16	16.73	4.92
9	obj9-val10221	155.14	16.07	1.15	162.03	13.61	5.58
10	obj10-val10822	141.04	17.55	0.98	148.09	14.60	6.07
11	obj11-val11424	126.77	22.80	2.30	121.52	16.73	5.25
12	obj12-val12025	104.14	25.91	2.95	90.86	25.75	4.10
13	obj13-val12626	204.34	31.82	2.95	204.84	32.80	5.90
14	obj14-val13227	200.41	17.06	2.13	205.82	13.45	6.56
15	obj15-val13828	139.24	22.14	1.31	132.51	16.89	5.90
16	obj16-val14430	151.54	24.27	2.62	163.02	16.24	7.38
17	obj17-val15632	148.09	34.44	3.44	139.07	34.77	5.41
18	obj18-val16233	183.84	21.81	2.30	178.43	13.28	6.72
19	obj19-val16835	148.75	23.62	1.48	155.80	15.58	7.22
20	obj20-val17436	167.12	18.04	2.62	167.44	15.25	6.72
21	obj21-val18037	128.74	25.42	2.46	117.59	19.19	5.90
22	obj22-val18638	143.83	20.66	1.48	140.88	18.20	7.22
23	obj23-val19240	137.60	25.42	2.79	123.82	20.83	6.56
24	obj24-val19841	124.64	24.93	2.62	108.73	24.11	6.07
25	obj25-val20442	138.42	32.14	2.62	127.76	30.83	6.40
26	obj26-val21043	168.92	23.12	2.30	175.32	14.27	6.40
27	obj27-val21645	202.87	35.26	3.77	207.46	36.41	7.05
28	obj28-val22246	187.94	21.32	3.28	196.64	10.17	5.25
29	obj29-val22847	133.50	22.47	2.46	124.48	17.88	6.23
30	obj30-val24050	126.77	28.37	2.62	116.93	29.68	6.07
31	obj31-val24651	142.02	24.11	2.46	132.51	20.17	7.05
32	obj32-val25252	141.86	29.68	2.79	134.15	28.54	7.54
33	obj33-val25853	124.64	32.64	4.10	135.79	35.26	6.56
34	obj34-val26454	144.81	25.75	2.95	152.03	15.09	6.40
35	obj35-val27056	124.80	26.40	2.46	110.86	26.73	6.07
36	obj36-val27657	111.36	27.72	3.12	117.59	31.82	5.74
37	obj37-val28258	174.66	32.47	3.28	178.27	36.41	7.87
38	obj38-val28859	220.91	16.89	4.26	214.51	16.40	7.54
39	obj39-val29461	146.29	24.44	3.12	154.98	18.20	7.71
40	obj40-val30062	133.66	25.75	2.62	123.49	24.27	7.05
41	obj41-val30663	210.41	28.86	4.92	210.25	27.39	7.71
42	obj42-val31264	137.76	28.04	3.12	128.90	25.75	7.54
43	obj43-val31866	144.32	28.86	2.62	149.40	30.01	8.04
44	obj44-val32467	165.48	28.86	3.77	174.17	33.95	7.87
45	obj45-val33068	192.70	27.88	2.95	200.08	34.28	7.54
46	obj46-val33669	134.15	26.57	2.79	120.05	26.24	6.89
47	obj47-val34872	187.62	27.39	2.62	191.88	33.62	8.04
48	obj48-val35473	148.91	29.03	2.95	161.05	32.64	7.87
49	obj49-val36074	174.00	22.47	2.62	171.87	18.86	8.20
50	obj50-val36676	162.03	21.16	3.44	168.43	20.01	8.36
51	obj51-val37277	140.38	25.91	2.79	127.92	21.65	7.05
52	obj52-val37878	145.63	26.40	2.62	136.78	26.57	7.87
53	obj53-val38479	177.94	26.08	2.62	178.60	31.82	8.69
54	obj54-val39081	151.86	33.95	3.61	161.38	35.42	7.54
55	obj55-val39682	185.81	21.81	3.12	189.09	15.25	8.20
56	obj56-val40283	147.44	27.06	2.46	158.75	29.19	8.04
57	obj57-val40884	153.34	26.73	2.79	165.48	29.52	8.53
58	obj58-val41485	196.47	26.57	4.10	201.06	32.14	7.87
59	obj59-val42087	156.95	29.03	2.95	167.77	33.13	7.87
60	obj60-val42688	183.52	35.75	4.59	195.16	36.57	7.54
61	obj61-val43289	190.90	20.66	2.79	195.16	16.73	8.53
62	obj62-val43890	179.58	21.48	3.44	178.10	24.44	9.02
63	obj63-val44492	150.72	34.28	5.41	139.07	34.11	5.74
64	obj64-val45093	185.32	14.76	3.94	174.82	18.70	7.87
65	obj65-val45694	151.86	23.78	3.44	161.87	21.16	8.20
66	obj66-val46295	161.87	26.90	2.95	165.80	27.39	8.86
67	obj67-val46897	189.91	27.22	3.28	184.34	25.75	8.86
68	obj68-val47498	191.72	27.72	3.12	195.82	28.70	8.86
69	obj69-val48099	193.19	19.02	3.94	203.20	15.09	8.36
70	obj70-val48700	174.99	24.60	3.28	163.51	22.14	7.54
71	obj71-val49302	176.96	24.76	3.77	174.99	24.60	9.18
72	obj72-val49903	184.34	25.91	3.44	179.42	26.90	9.18
73	obj73-val50504	154.49	26.08	3.12	161.54	23.12	8.69
74	obj74-val51105	209.43	15.09	4.59	211.40	22.96	9.51
75	obj75-val51707	184.34	23.62	3.94	191.55	19.35	9.02
76	obj76-val52308	147.11	26.90	2.46	148.26	23.62	8.36
77	obj77-val52909	192.70	23.62	3.77	204.51	25.58	9.02
78	obj78-val53510	200.57	24.27	3.61	209.76	24.76	9.18
79	obj79-val54111	166.30	26.57	3.12	172.86	30.50	8.53
80	obj80-val54713	183.84	28.37	3.94	179.25	33.29	8.53
81	obj81-val55314	201.72	21.81	4.43	211.72	14.60	7.22
82	obj82-val55915	144.48	25.75	2.95	136.78	22.47	7.71
83	obj83-val56516	148.58	25.58	3.12	157.60	27.39	8.53
84	obj84-val57118	205.49	30.83	4.76	207.46	31.32	7.87
85	obj85-val57719	218.28	23.62	5.08	222.06	25.58	9.84
86	obj86-val58921	194.67	21.48	4.76	197.78	18.04	9.02
87	obj87-val59523	202.21	30.01	5.90	201.06	29.19	8.86
88	obj88-val60124	208.12	35.10	6.89	224.35	30.01	8.04
89	obj89-val60725	191.06	23.94	4.26	196.14	22.47	9.68
90	obj90-val61326	221.89	19.52	7.05	236.16	17.71	9.02
91	obj91-val61928	211.23	26.40	6.40	217.46	18.04	9.18
92	obj92-val62529	195.98	21.65	4.59	209.76	21.98	9.51
93	obj93-val63130	212.71	15.09	7.38	208.94	17.55	8.69
94	obj94-val63731	199.42	19.19	6.23	201.06	21.65	9.68
95	obj95-val64333	215.50	29.36	6.40	216.81	27.72	9.84
96	obj96-val64934	224.02	29.03	7.05	233.21	23.78	10.17
