 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
81	obj81-val47037	130.22	20.34	3.44	135.63	18.37	8.04
82	obj82-val47566	66.75	23.78	3.77	79.87	21.81	8.36
83	obj83-val48094	64.45	24.27	4.10	74.46	29.85	6.89
84	obj84-val48623	48.22	27.88	5.08	41	25.09	7.38
85	obj85-val49151	126.94	20.17	3.28	128.90	19.35	8.36
86	obj86-val49680	134.15	29.85	3.44	136.45	24.11	8.53
87	obj87-val50208	121.20	29.85	3.12	118.74	30.01	7.87
88	obj88-val50737	64.45	21.16	3.94	71.67	18.53	8.20
89	obj89-val51265	66.58	23.94	3.77	57.89	18.70	8.36
90	obj90-val51794	97.74	21.48	2.13	87.25	22.96	8.69
91	obj91-val52322	63.14	27.39	4.10	58.88	29.36	8.20
92	obj92-val52851	128.08	31.98	3.44	124.80	28.21	8.20
93	obj93-val53908	74.29	19.02	2.79	78.56	16.73	7.87
94	obj94-val54436	119.56	14.92	6.07	109.88	19.52	6.40
95	obj95-val54965	121.20	21.65	3.28	128.58	24.76	8.69
96	obj96-val55493	50.02	16.40	6.07	60.19	12.79	6.56
97	obj97-val56022	61.99	19.52	3.77	58.06	16.24	8.53
98	obj98-val56550	88.72	21.65	2.95	83.64	20.50	8.69
99	obj99-val57079	63.47	26.08	4.26	70.85	30.50	7.71
100	obj100-val57607	41.49	28.86	5.90	42.97	29.68	7.71
101	obj101-val58136	119.06	18.53	3.61	123.16	19.35	8.36
102	obj102-val58664	133.33	22.96	2.79	130.71	24.27	8.53
103	obj103-val59193	118.57	25.26	3.28	123.33	26.73	8.53
104	obj104-val59721	100.70	17.88	4.76	101.52	19.52	8.20
105	obj105-val60250	58.38	25.91	4.43	48.05	28.21	7.38
106	obj106-val60778	54.78	24.27	4.92	48.38	24.27	9.18
107	obj107-val61307	119.23	22.30	4.10	112.67	25.26	8.36
108	obj108-val61835	103.48	24.11	3.94	106.93	24.93	8.69
109	obj109-val62364	51.66	15.42	7.05	40.34	19.02	7.22
110	obj110-val62892	49.36	24.27	5.25	40.34	22.14	7.71
111	obj111-val63421	64.29	24.76	4.26	53.96	26.90	8.53
112	obj112-val64478	60.52	22.14	4.26	50.51	18.04	8.53
113	obj113-val65006	35.59	28.37	6.56	23.29	26.73	8.69
114	obj114-val65535	37.06	17.71	7.22	23.12	19.84	8.69
