 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
75	obj75-val39321	8.36	3.82	30.96	3
76	obj76-val39789	2.52	1.25	15.52	1
77	obj77-val40257	8.46	2.45	2.25	2
78	obj78-val40725	6.14	3.76	17.59	3
79	obj79-val41193	7.78	4.98	60.52	3
80	obj80-val41662	7.15	3.52	69.19	2
81	obj81-val42130	3.87	1.93	68.96	2
82	obj82-val42598	5.21	4.27	76.68	3
83	obj83-val43066	8.22	3.93	9.09	3
84	obj84-val43534	3.36	2.26	74.74	2
85	obj85-val44002	9.21	4.37	45	3
86	obj86-val44470	3.37	2.28	26.57	2
87	obj87-val44938	3.90	2.70	19.03	3
88	obj88-val45406	7.60	5.61	28.93	3
89	obj89-val45875	8.93	4.92	10.74	3
90	obj90-val46343	5.71	2.08	47.12	3
91	obj91-val46811	4.87	2.56	22.11	3
92	obj92-val47279	5.92	3.47	20.22	2
93	obj93-val47747	4.34	2.48	16.70	3
94	obj94-val48215	6.37	4.40	8.84	3
95	obj95-val48683	4.84	2.03	35.75	3
96	obj96-val49151	7.07	5.00	31.89	3
97	obj97-val49619	6.83	4.36	4.67	2
98	obj98-val50087	5.80	2.73	26.57	3
99	obj99-val50556	4.77	1.67	38.93	3
100	obj100-val51024	9.86	4.38	22.29	3
101	obj101-val51492	2.21	2.11	86.82	3
102	obj102-val51960	8.98	3.64	18.08	3
103	obj103-val52428	4.06	1.68	45	2
104	obj104-val52896	4.60	3.59	16.19	2
105	obj105-val53364	3.76	2.18	11.31	3
106	obj106-val53832	6.62	3.89	20.56	3
107	obj107-val54300	4.12	3.62	55.30	2
108	obj108-val54769	7.27	5.44	81.42	3
109	obj109-val55237	4.35	3.79	15.42	3
110	obj110-val55705	6.40	2.59	10.18	3
111	obj111-val56173	6.23	4.81	39.04	2
112	obj112-val56641	6.50	2.69	5.19	2
113	obj113-val57109	4.52	2.24	33.18	2
114	obj114-val57577	5.31	4.81	39.40	3
115	obj115-val58045	8.32	3.77	11.51	3
116	obj116-val58513	4.16	1.79	11.31	2
117	obj117-val58982	9.09	2.93	30.47	3
118	obj118-val59450	9.70	5.57	21.96	3
119	obj119-val59918	10.23	3.49	20.27	3
120	obj120-val60386	6.38	3.30	29.74	3
121	obj121-val60854	6.67	3.28	12.91	2
122	obj122-val61322	2.71	1.12	73.61	2
123	obj123-val61790	NaN	NaN	NaN	3
124	obj124-val62258	9.29	4.93	34.70	3
125	obj125-val62726	6.40	3.43	21.80	3
126	obj126-val63194	10.25	2.75	9.90	2
127	obj127-val63663	NaN	NaN	NaN	2
128	obj128-val64131	8.32	2.67	7.52	2
129	obj129-val64599	7.33	3.18	1.25	2
130	obj130-val65067	4.52	1.71	79.11	2
131	obj131-val65535	6.46	2.44	18.43	2
