 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
1	obj1-val3745	7.70	6.75	33.39	3
2	obj2-val4213	10.11	6.33	4.76	3
3	obj3-val4681	8.89	4.11	42.34	2
4	obj4-val5617	5.26	2.41	1.59	2
5	obj5-val6085	7.28	4.82	32.12	3
6	obj6-val6554	7.98	5.78	56.93	3
7	obj7-val7022	4.67	2.92	5.53	2
8	obj8-val7490	5.45	2.68	29.54	2
9	obj9-val7958	6.34	2.05	23.39	2
10	obj10-val8426	5.93	2.10	26.57	2
11	obj11-val8894	7.49	6.32	83.54	3
12	obj12-val9362	9.16	5.47	77.37	3
13	obj13-val9830	9.80	6.11	10.15	3
14	obj14-val10298	3.66	2.46	75.38	1
15	obj15-val10766	10.03	6.96	75.41	3
16	obj16-val11235	5.87	4.65	20.73	2
17	obj17-val11703	9.59	8.31	36.30	3
18	obj18-val12171	6.95	2.75	60.10	3
19	obj19-val12639	7.01	4.32	19.65	3
20	obj20-val13107	7.09	5.53	79.70	2
21	obj21-val13575	8.07	3.30	4.76	3
22	obj22-val14043	13.30	4.64	41.31	3
23	obj23-val14511	5.39	1.61	22.38	3
24	obj24-val14979	6.85	5.33	59.93	2
25	obj25-val15448	5.27	3.75	1.64	3
26	obj26-val15916	5.55	1.70	25.82	3
27	obj27-val16384	5.90	2.26	6.01	2
28	obj28-val16852	6.56	5.93	88.85	3
29	obj29-val17320	5.01	4.33	17.93	3
30	obj30-val17788	8.31	5.55	13.07	3
31	obj31-val18256	6.87	3.86	30.41	3
32	obj32-val18724	6.67	3.87	61.26	3
33	obj33-val19192	10.18	6.71	77.35	3
34	obj34-val19661	2.77	1.24	45	2
35	obj35-val20129	7.29	3.32	38.29	3
36	obj36-val20597	5.73	1.85	56.31	3
37	obj37-val21065	3.11	2.87	35.54	2
38	obj38-val21533	5.17	2.91	55.49	3
39	obj39-val22001	5.39	2.75	18.97	3
40	obj40-val22469	5.12	3.87	31.33	3
41	obj41-val23405	2.13	0.93	55.30	1
42	obj42-val23873	6.15	4.14	68.46	3
43	obj43-val24342	5.98	4.52	76.29	3
44	obj44-val24810	6.42	3.23	65.77	3
45	obj45-val25278	6.62	3.28	48.69	3
46	obj46-val25746	6.54	2.07	6.48	2
47	obj47-val26214	6.39	4.05	50.19	4
48	obj48-val26682	8.54	4.94	15.68	3
49	obj49-val27150	6.24	2.93	66.16	3
50	obj50-val27618	4.23	1.79	84.29	2
51	obj51-val28086	6.27	3.92	11.31	3
52	obj52-val28555	8.55	5.00	31.14	3
53	obj53-val29023	5.84	2.97	15.12	2
54	obj54-val29491	6.25	3.88	8.53	3
55	obj55-val29959	5.08	4.67	17.97	3
56	obj56-val30427	4.90	3.14	66.37	4
57	obj57-val30895	5.29	2.82	3.18	3
58	obj58-val31363	4.22	2.89	13.57	3
59	obj59-val31831	3.59	2.89	8.43	3
60	obj60-val32299	7.63	6.21	15.95	3
61	obj61-val32768	2.86	2.10	11.31	2
62	obj62-val33236	5.00	4.54	51.58	3
63	obj63-val33704	6.75	2.82	65.85	3
64	obj64-val34172	4.20	2.64	74.05	3
65	obj65-val34640	6.60	4.42	58.82	3
66	obj66-val35108	6.67	3.27	7.77	3
67	obj67-val35576	6.45	3.49	5.44	3
68	obj68-val36044	5.64	2.69	7.91	3
69	obj69-val36512	4.43	2.95	31.83	3
70	obj70-val36980	5.34	3.41	51.34	3
71	obj71-val37449	7.59	2.52	17.02	4
72	obj72-val37917	4.01	2.75	80.84	3
73	obj73-val38385	4.31	3.13	64.36	3
74	obj74-val38853	9.52	3.60	17.65	3
