 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
1	obj1-val4398	5.77	4.54	1.36	2
2	obj2-val4838	4.81	2.41	14.47	2
3	obj3-val5718	6.79	3.60	33.02	2
4	obj4-val6158	6.17	4.69	47.91	2
5	obj5-val6597	7.10	3.69	23.36	2
6	obj6-val7037	6.75	3.27	9.04	2
7	obj7-val7477	2.42	0.70	45	1
8	obj8-val7917	8.59	7.88	18.43	3
9	obj9-val8357	9.98	4.24	9.19	3
10	obj10-val8797	10.41	3.33	4.21	3
11	obj11-val9236	6.74	3.65	15.26	2
12	obj12-val9676	6.83	3.68	19.57	2
13	obj13-val10116	3.47	2.61	7.13	2
14	obj14-val10556	6.57	4.47	39.04	2
15	obj15-val10996	8.92	8.25	11.31	3
16	obj16-val11436	11.11	4.31	5.19	3
17	obj17-val11875	6.95	4.12	32.28	2
18	obj18-val12315	7.30	6.52	56.93	3
19	obj19-val12755	3.79	3.68	19.18	2
20	obj20-val13195	3.75	2.05	9.09	2
21	obj21-val13635	6.45	5.39	68.63	3
22	obj22-val14075	10.07	5.67	15.83	3
23	obj23-val14514	7.14	2.98	3.73	2
24	obj24-val14954	2.16	0.95	50.19	1
25	obj25-val15394	3.45	2.39	9.09	2
26	obj26-val15834	4.35	2.32	23.43	3
27	obj27-val16274	7.41	2.78	4.76	2
28	obj28-val16714	1.93	0.85	19.65	1
29	obj29-val17153	5.76	3.90	53.47	2
30	obj30-val18033	6.55	3.71	21.04	2
31	obj31-val18473	6.72	6.20	10.08	2
32	obj32-val18913	2.13	1.53	23.20	1
33	obj33-val19353	7.03	4.22	21.37	3
34	obj34-val19792	9.02	3.14	9.46	2
35	obj35-val20232	7.29	4.65	7.28	3
36	obj36-val20672	7.29	2.97	15.15	2
37	obj37-val21112	10.26	3.71	3.27	3
38	obj38-val21552	12.57	3.03	35.78	3
39	obj39-val21992	5.72	2.39	9.46	2
40	obj40-val22431	5.28	2.52	14.83	2
41	obj41-val22871	5.66	3.48	15.12	2
42	obj42-val23311	6.18	3.03	57.53	3
43	obj43-val23751	11.14	3.74	9.23	3
44	obj44-val24191	13.20	3.31	8.50	3
45	obj45-val24631	5.21	3.71	15.26	2
46	obj46-val25070	5.17	3.56	22.75	3
47	obj47-val25510	6.87	3.77	34.33	3
48	obj48-val25950	7.44	6.06	85.14	3
49	obj49-val26390	6.62	4.80	17.59	3
50	obj50-val26830	12.20	2.77	4.70	3
51	obj51-val27270	6.26	5.23	10.08	4
52	obj52-val27709	3.98	2.52	51.01	2
53	obj53-val28149	4.57	2.94	15.42	2
54	obj54-val28589	6.86	4.77	76.26	3
55	obj55-val29029	4.11	2.11	70.91	3
56	obj56-val29469	5.36	3.51	17.45	3
57	obj57-val29909	6.45	2.80	16.70	2
58	obj58-val30348	2.15	1.00	12.09	1
59	obj59-val30788	8.29	4.16	30.62	3
60	obj60-val31228	6.40	2.67	2.66	3
61	obj61-val31668	2.37	0.78	39.81	1
62	obj62-val32108	6.77	5.32	42.65	3
63	obj63-val32548	2.42	1.64	27.90	1
64	obj64-val32987	8.92	3.71	13.35	3
65	obj65-val33427	6.91	3.89	7.28	3
66	obj66-val33867	5.54	3.47	1.55	3
67	obj67-val34307	7.03	3.52	9.87	3
68	obj68-val34747	4.13	2.52	53.53	3
69	obj69-val35187	6.54	5.06	12.80	3
70	obj70-val35626	6.81	3.35	6.52	3
