 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
71	obj71-val36066	2.20	0.64	36.87	1
72	obj72-val36506	10.63	5.64	70.79	3
73	obj73-val36946	6.97	3.56	65.14	3
74	obj74-val37386	3.32	2.18	63.43	3
75	obj75-val37826	6.55	3.14	9.87	3
76	obj76-val38265	5.93	3.46	2.86	4
77	obj77-val38705	5.10	3.44	6.91	3
78	obj78-val39145	7.67	2.03	8.13	2
79	obj79-val39585	5.24	2.64	25.02	2
80	obj80-val40025	7.15	4.26	78.93	3
81	obj81-val40465	7.73	5.55	79.59	3
82	obj82-val40904	5.69	3.80	41.76	3
83	obj83-val41784	3.59	3.34	19.09	3
84	obj84-val42224	5.86	4.09	3.81	3
85	obj85-val42664	7.71	3.72	11.31	3
86	obj86-val43104	5.89	4.68	19.75	2
87	obj87-val43543	5.76	3.99	26.57	2
88	obj88-val43983	8.57	3.29	6.01	3
89	obj89-val44423	3.91	1.99	11.31	2
90	obj90-val44863	8.05	3.67	10.01	3
91	obj91-val45303	5.01	1.95	84.29	3
92	obj92-val45743	6.20	1.83	66.61	2
93	obj93-val46182	5.51	3.24	49.69	3
94	obj94-val46622	2.42	1.39	6.01	2
95	obj95-val47062	5.97	3.49	57.85	3
96	obj96-val47502	12.87	6.05	64.00	4
97	obj97-val47942	4.25	2.28	12.53	3
98	obj98-val48382	5.12	2.15	23.81	3
99	obj99-val48821	4.96	3.62	16.39	3
100	obj100-val49261	5.11	3.14	10.62	3
101	obj101-val49701	6.52	4.49	43.26	2
102	obj102-val50141	2.09	0.43	28.30	1
103	obj103-val50581	9.56	3.54	12.23	3
104	obj104-val51021	7.24	3.87	19.57	3
105	obj105-val51460	3.68	3.35	85.43	3
106	obj106-val51900	7.02	2.74	34.78	3
107	obj107-val52340	6.16	4.46	84.92	3
108	obj108-val52780	7.59	5.78	41.73	2
109	obj109-val53220	6.07	3.22	60.95	2
110	obj110-val53660	9.17	4.91	15.42	3
111	obj111-val54539	7.34	1.64	27.01	3
112	obj112-val54979	8.19	4.38	37.63	3
113	obj113-val55419	4.11	2.60	83.88	3
114	obj114-val55859	9.81	3.54	42.27	3
115	obj115-val56738	6.81	4.76	73.18	3
116	obj116-val57178	9.19	3.35	27.00	3
117	obj117-val57618	6.07	4.34	57.53	3
118	obj118-val58058	7.04	3.63	52.65	2
119	obj119-val58498	6.03	2.31	39.81	3
120	obj120-val58938	6.85	2.75	2.39	3
121	obj121-val59377	8.21	4.05	13.39	3
122	obj122-val59817	6.24	3.09	8.13	2
123	obj123-val60257	12.61	5.36	34.73	4
124	obj124-val60697	8.35	3.60	15.35	3
125	obj125-val61137	3.82	2.93	4.24	3
126	obj126-val61577	7.04	3.03	24.34	2
127	obj127-val62016	9.57	5.45	48.81	3
128	obj128-val62456	6.84	5.61	25.02	2
129	obj129-val62896	10.98	3.31	24.30	3
130	obj130-val63336	8.38	4.33	25.14	3
131	obj131-val63776	8.59	5.67	46.40	3
132	obj132-val64216	6.52	5.33	49.40	2
