 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
1	obj1-val2849	4.43	3.46	48.99	3
2	obj2-val3256	3.29	2.96	84.81	1
3	obj3-val3663	6.38	4.44	76.29	4
4	obj4-val4070	3.93	2.45	70.91	2
5	obj5-val4478	4.96	2.37	12.72	2
6	obj6-val4885	6.17	4.39	39.09	2
7	obj7-val5292	12.03	6.22	7.43	3
8	obj8-val5699	3.49	1.93	29.74	2
9	obj9-val6106	6.98	5.59	8.65	2
10	obj10-val6513	2.49	1.94	18.43	2
11	obj11-val6920	4.56	2.43	58.74	2
12	obj12-val7734	1.79	0.90	39.81	1
13	obj13-val8548	7.87	6.05	79.59	2
14	obj14-val8955	3.27	2.04	33.69	1
15	obj15-val9362	7.14	3.62	23.96	2
16	obj16-val10176	2.53	2.15	72.65	1
17	obj17-val10583	4.48	2.88	53.13	2
18	obj18-val10990	8.19	4.91	45	3
19	obj19-val11397	2.99	2.01	77.74	1
20	obj20-val11804	8.97	5.63	71.57	3
21	obj21-val12211	2.48	1.81	12.53	2
22	obj22-val12619	10.92	4.20	17.93	3
23	obj23-val13026	8.14	7.75	17.02	3
24	obj24-val13433	6.59	5.02	40.46	2
25	obj25-val13840	5.67	4.77	22.62	2
26	obj26-val14247	9.32	8.43	30.47	3
27	obj27-val14654	3.32	1.73	13.39	2
28	obj28-val15061	5.82	4.68	45	2
29	obj29-val15468	7.80	3.93	43.41	3
30	obj30-val15875	10.67	8.04	29.95	4
31	obj31-val16282	8.56	6.92	71.57	3
32	obj32-val16689	7.83	4.79	7.82	3
33	obj33-val17096	8.27	5.26	12.85	3
34	obj34-val17910	11.65	8.36	59.04	4
35	obj35-val18317	3.74	3.48	68.63	2
36	obj36-val18724	6.57	4.28	14.04	2
37	obj37-val19538	5.85	4.11	29.05	2
38	obj38-val19945	8.97	4.33	33.15	2
39	obj39-val20352	9.08	4.79	12.93	3
40	obj40-val20760	4.45	3.11	3.58	2
