 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
41	obj41-val21167	2.86	2.28	69.78	2
42	obj42-val21574	8.33	6.42	31.89	3
43	obj43-val21981	12.07	4.10	3.53	3
44	obj44-val22388	11.95	6.05	40.68	4
45	obj45-val22795	2.14	1.54	24.78	2
46	obj46-val23202	6.99	5.98	11.31	3
47	obj47-val23609	7.36	5.65	86.50	3
48	obj48-val24016	7.99	5.54	4.24	3
49	obj49-val24423	6.18	3.34	6.52	3
50	obj50-val24830	5.74	4.98	23.39	3
51	obj51-val25237	5.93	3.62	4.51	2
52	obj52-val25644	8.40	7.14	4.16	3
53	obj53-val26051	8.08	3.45	8.75	2
54	obj54-val26458	9.75	4.79	29.15	4
55	obj55-val26865	10.39	5.88	23.09	4
56	obj56-val27272	9.18	3.87	1.82	3
57	obj57-val28086	6.76	4.30	85.03	3
58	obj58-val28493	8.31	3.75	7.82	2
59	obj59-val28901	8.08	6.73	71.57	4
60	obj60-val29308	6.48	2.91	13.71	2
61	obj61-val30122	10.09	4.51	6.34	2
62	obj62-val30529	6.36	3.60	55.56	3
63	obj63-val30936	11.56	4.83	32.08	3
64	obj64-val31343	9.16	5.87	68.55	4
65	obj65-val31750	8.04	7.62	15.80	3
66	obj66-val32157	6.23	3.96	62.24	3
67	obj67-val32564	4.09	3.04	36.03	2
68	obj68-val32971	6.15	4.86	17.59	4
69	obj69-val33378	7.53	3.55	28.61	3
70	obj70-val33785	3.53	2.31	65.56	2
71	obj71-val34192	7.01	4.24	61.19	3
72	obj72-val34599	4.00	2.92	46.47	2
73	obj73-val35006	6.98	4.58	3.43	3
74	obj74-val35413	6.10	4.51	8.75	3
75	obj75-val35820	4.05	1.85	83.66	3
76	obj76-val36227	8.54	4.55	20.90	2
77	obj77-val36634	7.70	5.94	39.23	4
78	obj78-val37042	5.23	3.63	72.07	3
79	obj79-val37449	6.84	2.60	32.57	3
80	obj80-val37856	7.80	3.12	28.61	3
81	obj81-val38263	6.86	6.10	27.07	4
82	obj82-val38670	6.55	4.35	40.16	4
83	obj83-val39077	5.79	3.42	11.31	3
84	obj84-val39484	9.22	3.58	3.37	3
85	obj85-val39891	5.59	4.41	2.66	3
86	obj86-val40298	8.40	4.38	8.58	3
87	obj87-val40705	2.11	1.59	26.57	2
88	obj88-val41112	1.17	0.38	14.04	1
89	obj89-val41519	4.20	2.07	62.53	2
90	obj90-val41926	4.67	2.02	32.91	3
91	obj91-val42333	6.79	4.71	68.68	3
92	obj92-val42740	5.02	2.24	84.09	2
93	obj93-val43147	6.87	4.57	37.87	4
94	obj94-val43961	5.31	3.32	34.88	3
95	obj95-val44368	5.16	2.45	6.91	3
96	obj96-val44775	6.60	3.77	9.04	3
97	obj97-val45183	6.96	3.78	32.12	3
98	obj98-val45590	5.88	3.66	22.07	3
99	obj99-val45997	2.61	1.86	66.37	2
100	obj100-val46404	1.20	0.89	26.57	1
101	obj101-val46811	7.61	4.92	51.67	3
102	obj102-val47218	6.17	3.59	28.74	3
103	obj103-val47625	5.92	5.27	57.72	4
104	obj104-val48032	6.72	2.89	3.90	3
105	obj105-val48439	5.40	2.85	21.80	4
106	obj106-val48846	6.68	3.89	66.04	3
107	obj107-val49253	8.43	6.08	37.07	4
108	obj108-val49660	4.20	2.46	17.82	3
109	obj109-val50474	9.09	3.78	14.70	3
110	obj110-val50881	2.10	0.98	53.97	1
111	obj111-val51288	6.80	4.26	40.97	4
112	obj112-val51695	6.20	3.48	68.96	4
113	obj113-val52102	6.00	2.62	10.18	3
114	obj114-val52509	7.03	3.56	3.81	4
115	obj115-val52916	7.66	2.81	84.40	3
116	obj116-val53324	1.47	0.86	16.70	1
117	obj117-val53731	5.44	3.50	27.90	3
118	obj118-val54138	3.36	2.86	77.20	2
119	obj119-val54545	5.75	3.07	52.82	3
120	obj120-val54952	4.79	3.46	67.83	2
121	obj121-val55359	1.62	0.53	63.43	1
122	obj122-val55766	4.34	3.20	69.23	3
123	obj123-val56987	5.38	2.35	82.50	3
124	obj124-val57394	4.49	2.39	10.49	3
125	obj125-val57801	8.16	6.19	33.69	2
126	obj126-val58208	2.77	1.63	6.34	1
127	obj127-val59022	2.46	1.06	54.46	1
128	obj128-val59429	5.35	4.50	6.34	4
129	obj129-val59836	3.73	2.81	20.56	3
130	obj130-val60243	2.85	1.80	19.44	2
131	obj131-val60650	3.92	2.81	39.56	3
132	obj132-val61057	3.92	1.29	49.90	1
133	obj133-val61465	4.49	2.59	14.42	3
134	obj134-val61872	2.72	1.78	36.87	1
135	obj135-val62279	7.01	2.36	13.09	2
136	obj136-val62686	4.37	3.20	7.59	4
137	obj137-val63093	5.33	3.19	47.39	3
138	obj138-val63500	6.12	3.76	19.18	2
139	obj139-val63907	3.99	2.36	53.47	3
140	obj140-val64721	16.87	3.78	1.07	5
141	obj141-val65128	1.76	0.87	18.43	1
142	obj142-val65535	2.98	2.32	54.78	1
