 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
1	obj1-val2801	11.44	5.43	5.40	3
2	obj2-val3361	3.87	2.90	61.39	1
3	obj3-val3921	8.88	5.65	12.23	3
4	obj4-val4481	7.23	2.46	1.19	3
5	obj5-val5041	4.48	1.97	55.84	2
6	obj6-val5601	8.28	4.90	5.39	2
7	obj7-val6161	5.96	1.91	23.81	2
8	obj8-val6722	6.61	5.09	4.76	3
9	obj9-val7282	6.04	4.28	4.18	3
10	obj10-val7842	6.33	4.26	39.64	3
11	obj11-val8402	7.01	4.18	19.57	3
12	obj12-val8962	6.00	4.83	75.26	3
13	obj13-val9522	8.42	5.89	3.18	3
14	obj14-val10082	7.62	4.35	31.76	3
15	obj15-val10642	5.57	4.63	64.72	3
16	obj16-val11203	5.96	3.38	25.91	3
17	obj17-val11763	8.11	4.40	51.52	3
18	obj18-val12323	6.90	3.75	8.65	2
19	obj19-val12883	8.76	4.93	55.78	3
20	obj20-val13443	8.50	5.15	7.52	3
21	obj21-val14003	7.95	3.26	15.64	3
22	obj22-val14563	8.45	3.82	77.15	3
23	obj23-val15123	8.53	5.97	77.37	3
24	obj24-val15684	9.34	5.08	26.57	3
25	obj25-val16244	7.03	5.51	57.53	3
26	obj26-val16804	8.37	3.67	11.09	3
27	obj27-val17364	5.84	4.87	14.74	3
28	obj28-val17924	6.79	4.77	7.28	4
29	obj29-val18484	7.03	4.03	9.27	3
30	obj30-val19044	6.11	4.77	74.05	3
31	obj31-val19604	4.06	3.81	72.90	3
32	obj32-val20165	6.72	3.99	60.42	2
33	obj33-val20725	11.32	5.13	20.46	4
34	obj34-val21285	4.50	2.25	54.69	3
35	obj35-val21845	6.16	4.28	36.61	3
36	obj36-val22405	5.46	5.21	61.61	3
37	obj37-val22965	5.37	3.90	82.30	3
38	obj38-val23525	6.99	4.29	75.14	3
39	obj39-val24086	9.98	2.15	19.90	2
40	obj40-val24646	4.27	4.03	21.45	3
41	obj41-val25206	6.32	4.68	13.71	3
42	obj42-val25766	4.22	3.60	36.87	3
43	obj43-val26326	4.95	4.63	33.69	3
44	obj44-val26886	6.57	4.26	8.84	3
45	obj45-val27446	8.55	6.15	14.28	3
46	obj46-val28006	6.26	3.79	22.04	3
47	obj47-val28567	8.22	3.63	21.57	3
48	obj48-val29127	6.39	3.80	35.10	3
49	obj49-val29687	4.89	3.55	11.98	3
50	obj50-val30247	4.47	2.60	34.22	3
51	obj51-val30807	5.52	2.41	5.04	3
52	obj52-val31367	8.13	5.81	35.22	2
53	obj53-val31927	6.75	4.07	56.98	3
54	obj54-val32487	1.96	0.52	57.53	1
55	obj55-val33048	7.07	6.26	76.55	3
56	obj56-val33608	5.64	3.36	9.73	3
57	obj57-val34168	5.11	2.33	28.07	3
58	obj58-val34728	5.07	2.22	6.52	3
59	obj59-val35288	4.74	3.07	45	3
60	obj60-val35848	6.60	3.87	17.20	3
61	obj61-val36408	4.65	2.73	16.39	2
62	obj62-val36968	4.62	3.02	20.14	3
63	obj63-val37529	6.59	3.97	12.53	3
64	obj64-val38089	3.75	3.03	4.57	3
65	obj65-val38649	5.46	5.25	54.46	3
66	obj66-val39209	5.33	3.41	23.63	3
67	obj67-val39769	6.68	4.43	14.62	3
68	obj68-val40329	4.89	3.38	52.82	3
69	obj69-val40889	6.24	2.94	7.13	2
70	obj70-val41449	5.35	3.74	14.38	3
71	obj71-val42010	5.43	3.05	33.23	3
72	obj72-val42570	6.72	4.84	8.13	2
73	obj73-val43130	6.00	5.14	53.67	3
74	obj74-val43690	4.93	3.62	43.73	4
75	obj75-val44250	4.60	2.36	20.56	3
76	obj76-val44810	3.89	2.37	58.24	2
77	obj77-val45370	5.15	2.27	14.83	3
78	obj78-val45931	5.61	4.40	62.74	3
79	obj79-val46491	6.31	4.75	14.35	2
80	obj80-val47051	6.90	4.00	41.63	3
81	obj81-val47611	6.22	4.47	24.10	3
82	obj82-val48171	9.34	4.29	26.98	3
83	obj83-val48731	6.11	3.68	81.87	3
84	obj84-val49291	7.30	2.80	8.75	2
85	obj85-val49851	5.83	4.19	55.49	3
86	obj86-val50412	5.07	3.67	55.12	3
87	obj87-val50972	10.52	3.64	30.43	3
88	obj88-val51532	10.26	5.72	79.94	3
89	obj89-val52092	13.21	4.29	2.05	3
90	obj90-val52652	3.74	2.79	74.36	3
91	obj91-val53212	7.97	2.40	4.40	2
92	obj92-val53772	5.78	2.52	6.17	2
93	obj93-val54332	5.16	1.07	12.53	3
94	obj94-val54893	9.35	3.86	17.57	3
95	obj95-val55453	3.96	2.41	74.36	3
96	obj96-val56013	11.33	4.93	12.70	3
97	obj97-val56573	6.58	3.95	3.58	3
98	obj98-val57133	12.73	5.18	8.90	3
99	obj99-val57693	4.65	3.86	24.15	2
100	obj100-val58253	9.32	4.03	8.67	3
101	obj101-val58813	6.26	2.29	8.75	2
102	obj102-val59374	7.29	5.43	9.46	3
103	obj103-val59934	9.82	5.65	18.43	3
104	obj104-val60494	11.15	5.15	30.26	3
105	obj105-val61054	8.45	4.12	27.00	2
106	obj106-val61614	8.43	3.13	23.63	2
107	obj107-val62174	7.30	3.71	9.82	3
108	obj108-val62734	2.03	1.20	47.73	1
109	obj109-val63294	5.95	3.18	5.19	3
110	obj110-val63855	5.04	3.97	18.97	3
111	obj111-val64415	5.22	4.91	28.74	2
112	obj112-val64975	5.44	4.16	69.08	3
113	obj113-val65535	11.59	5.07	18.66	3
