 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
1	obj1-val1568	121.52	24.93	0.33	117.75	22.14	3.44
2	obj2-val1881	123.98	23.94	0.49	120.38	24.27	3.12
3	obj3-val2195	62.65	25.42	0.82	61.17	26.24	3.28
4	obj4-val2509	112.50	26.40	0.98	117.92	25.42	2.95
5	obj5-val2822	134.32	25.26	0.82	129.23	26.40	5.25
6	obj6-val3136	134.48	13.28	1.31	135.79	11.15	4.26
7	obj7-val3449	121.69	20.17	0.98	125.79	21.81	2.62
8	obj8-val3763	123.49	30.18	0.66	128.90	24.44	4.10
9	obj9-val4076	115.29	29.36	0.66	114.96	27.55	4.10
10	obj10-val4390	143.34	41.82	1.64	141.04	39.85	3.94
11	obj11-val4703	63.80	8.04	0.16	64.12	12.46	4.59
12	obj12-val5017	141.53	13.12	1.48	142.52	10.00	4.92
13	obj13-val5331	95.61	18.86	1.80	102.34	16.56	3.44
14	obj14-val5644	116.93	28.54	0.16	122.02	30.50	4.76
15	obj15-val5958	156.78	28.21	0.16	160.88	37.39	6.72
16	obj16-val6271	156.13	38.54	1.15	137.27	34.28	3.28
17	obj17-val6585	145.63	27.22	1.15	155.96	28.86	3.61
18	obj18-val6898	141.86	28.70	1.80	135.30	23.62	4.26
19	obj19-val7212	102.17	15.91	2.13	101.02	13.28	4.59
20	obj20-val7526	123.49	18.53	1.48	125.62	18.04	4.10
21	obj21-val7839	110.04	31.65	1.31	115.95	39.52	5.25
22	obj22-val8466	142.52	31.16	1.64	153.01	29.36	4.26
23	obj23-val8780	161.21	34.77	1.97	163.84	33.29	6.23
24	obj24-val9721	127.26	20.83	1.48	125.79	18.37	4.10
25	obj25-val10034	83.80	31.65	2.13	93.48	35.59	6.07
26	obj26-val10348	150.39	21.16	3.28	159.08	18.86	4.76
27	obj27-val10661	129.40	32.64	1.15	134.48	37.23	5.41
28	obj28-val11602	99.71	45.10	1.64	99.88	48.22	4.92
29	obj29-val12229	116.11	14.60	2.79	115.29	12.63	5.58
30	obj30-val12543	93.81	24.44	1.31	90.20	29.03	6.89
31	obj31-val12856	104.47	34.28	2.46	106.60	36.41	5.74
32	obj32-val13483	69.54	17.06	1.80	68.72	13.28	6.07
33	obj33-val13797	150.06	17.38	2.95	154.65	15.58	7.22
34	obj34-val14110	130.54	28.70	2.30	129.72	28.86	6.23
35	obj35-val14424	99.55	27.88	1.31	96.10	30.01	6.56
36	obj36-val14738	105.29	30.18	1.80	97.42	32.64	6.72
37	obj37-val15365	120.87	18.53	1.48	122.18	12.96	5.90
38	obj38-val15678	129.40	18.70	2.13	128.74	13.28	4.76
39	obj39-val15992	155.64	30.01	2.95	151.86	37.88	5.90
40	obj40-val16305	93.81	32.31	2.95	102.66	37.39	5.90
41	obj41-val16932	67.57	23.29	2.79	61.17	19.19	6.40
42	obj42-val17560	102.83	25.09	2.30	91.84	23.29	7.22
43	obj43-val18187	170.07	35.75	3.44	168.26	33.78	6.89
44	obj44-val18500	144.98	39.69	2.30	142.84	39.69	5.74
45	obj45-val18814	111.19	31.16	1.97	117.75	36.57	5.74
46	obj46-val19127	126.12	37.88	2.95	128.90	39.52	6.07
47	obj47-val19441	96.60	15.25	2.95	87.41	12.63	5.58
48	obj48-val19755	109.55	23.29	2.30	112.18	14.43	6.23
49	obj49-val20068	81.84	19.02	2.13	89.54	14.27	6.23
50	obj50-val20382	92.82	21.16	2.13	88.07	17.38	7.05
51	obj51-val20695	107.09	24.11	1.97	102.01	16.40	6.40
52	obj52-val21009	133.33	21.81	1.80	126.28	15.91	6.89
53	obj53-val21322	82.66	24.93	2.13	87.74	18.70	7.22
54	obj54-val21636	81.84	26.40	2.46	90.69	27.06	7.54
55	obj55-val21950	94.30	30.01	2.79	93.32	29.52	7.22
56	obj56-val22263	125.46	31.65	1.48	130.54	34.77	7.38
57	obj57-val22577	159.24	32.47	3.61	161.38	32.80	6.56
58	obj58-val23204	137.60	13.61	3.12	142.84	10.82	6.23
59	obj59-val23517	83.80	12.79	4.26	73.80	12.79	4.92
60	obj60-val23831	137.27	17.06	2.79	129.89	12.46	5.74
61	obj61-val24144	145.63	22.14	2.62	147.76	12.63	6.56
62	obj62-val24458	102.17	22.63	1.80	90.86	19.02	6.89
63	obj63-val24772	60.52	23.45	3.28	55.10	21.32	6.07
