 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
64	obj64-val25085	102.50	27.55	2.30	95.28	29.03	6.89
65	obj65-val25399	142.19	29.03	1.48	144.81	33.13	8.04
66	obj66-val25712	107.91	35.92	2.95	114.47	37.88	6.23
67	obj67-val26026	61.50	17.71	2.79	65.11	15.25	7.22
68	obj68-val26339	116.28	20.34	1.15	121.36	14.92	6.40
69	obj69-val26653	37.56	20.66	3.28	41.33	19.19	7.38
70	obj70-val27280	20.34	30.50	5.08	31.49	28.86	5.74
71	obj71-val28534	73.96	22.96	2.46	79.05	22.96	7.87
72	obj72-val28848	162.85	26.90	3.12	165.64	25.26	7.54
73	obj73-val29162	124.97	32.64	0.82	127.76	37.23	7.05
74	obj74-val29789	95.45	18.20	1.97	101.68	14.60	6.23
75	obj75-val30102	72.98	19.19	2.79	78.39	16.07	7.38
76	obj76-val30416	79.05	21.48	2.13	81.84	20.34	8.20
77	obj77-val30729	140.55	23.62	2.30	137.60	21.32	8.36
78	obj78-val31356	113.32	29.19	2.46	116.93	33.95	7.05
79	obj79-val31670	77.90	30.34	2.30	84.62	32.14	7.38
80	obj80-val31984	75.60	37.39	4.92	86.76	38.38	5.25
81	obj81-val32297	72.32	20.66	2.62	77.57	17.88	8.04
82	obj82-val32611	33.29	22.63	4.10	27.22	19.02	6.40
83	obj83-val32924	106.44	26.40	2.13	97.91	25.58	7.54
84	obj84-val33238	82.33	29.52	2.30	93.15	32.31	6.89
85	obj85-val33551	71.34	31.16	2.79	79.38	30.18	7.87
86	obj86-val33865	82.98	30.67	2.13	91.18	34.60	6.56
87	obj87-val34492	112.18	23.45	1.31	113.82	18.53	7.38
88	obj88-val34806	133.50	23.12	2.79	135.14	17.88	7.71
89	obj89-val35119	23.78	24.60	4.76	28.21	21.48	6.89
90	obj90-val35433	144.98	27.39	2.62	145.47	23.78	8.69
91	obj91-val35746	55.27	27.55	3.12	43.30	27.39	7.54
92	obj92-val36060	136.61	30.01	2.30	143.99	25.42	8.53
93	obj93-val36373	165.48	32.31	4.10	169.41	28.86	7.38
94	obj94-val36687	136.78	36.90	3.61	140.88	31.32	7.87
95	obj95-val37001	136.28	17.38	2.95	141.04	14.27	7.05
96	obj96-val37314	120.54	23.78	2.79	127.59	18.37	7.71
97	obj97-val37628	11.97	21.81	4.26	5.90	22.80	7.87
98	obj98-val37941	116.77	24.27	2.79	122.18	19.84	7.87
99	obj99-val38568	2.62	21.32	4.92	7.05	25.09	8.04
100	obj100-val38882	113.16	24.60	2.62	118.08	23.94	8.20
101	obj101-val39196	39.85	24.76	4.26	31.32	21.32	7.05
102	obj102-val39509	75.77	26.90	3.12	89.38	27.72	7.54
103	obj103-val39823	8.69	28.70	5.25	3.94	23.29	8.04
104	obj104-val40136	20.34	30.83	5.25	9.68	31.16	6.56
105	obj105-val40450	108.73	30.18	2.62	101.52	31.98	7.05
106	obj106-val40763	66.75	29.36	2.95	61.01	32.64	7.54
107	obj107-val41077	117.26	36.24	5.74	110.21	34.77	6.23
108	obj108-val41391	70.85	31.65	2.79	76.92	36.08	7.05
109	obj109-val41704	130.38	39.36	4.43	132.51	38.21	6.56
110	obj110-val42018	135.46	10.99	4.59	138.09	12.63	6.56
111	obj111-val42331	148.42	15.42	4.26	148.91	16.89	7.54
112	obj112-val42645	29.52	16.56	5.90	11.97	18.70	6.23
113	obj113-val42958	150.06	21.16	3.44	159.57	19.84	7.87
114	obj114-val43272	104.30	25.09	2.13	97.74	20.17	7.38
115	obj115-val43585	110.86	24.76	2.30	103.16	21.32	7.54
116	obj116-val43899	121.20	23.62	2.79	131.69	25.75	8.36
117	obj117-val44213	100.70	26.24	2.62	92.33	27.88	7.22
118	obj118-val44526	109.39	26.24	2.13	102.01	24.11	7.71
119	obj119-val44840	118.08	25.26	2.95	129.23	27.39	8.36
120	obj120-val45153	109.72	29.19	2.30	115.29	27.88	7.87
121	obj121-val45467	157.60	29.19	3.77	166.79	30.83	7.71
122	obj122-val45780	70.36	31.32	3.28	63.63	29.85	8.04
123	obj123-val46094	144.32	32.80	3.12	148.26	33.46	8.20
124	obj124-val46408	53.46	33.62	4.10	61.01	35.42	6.89
125	obj125-val46721	67.57	20.34	2.46	68.72	17.22	7.71
126	obj126-val47035	63.80	19.19	3.61	60.35	16.73	7.54
127	obj127-val47348	56.09	21.98	3.28	47.56	17.55	7.22
128	obj128-val47662	144.98	21.65	2.62	138.58	18.86	7.87
129	obj129-val47975	156.46	23.78	4.26	167.28	21.32	7.54
130	obj130-val48289	51.50	22.63	3.61	42.64	20.01	7.54
131	obj131-val48603	46.90	25.58	3.77	39.03	21.98	7.54
132	obj132-val48916	72.16	25.75	3.12	61.34	23.62	8.20
133	obj133-val49230	115.29	26.08	2.95	125.46	29.36	8.20
134	obj134-val49543	43.13	27.39	4.92	32.80	27.06	5.74
135	obj135-val49857	130.54	30.18	3.94	136.78	31.16	8.04
136	obj136-val50170	118.41	32.31	5.74	117.75	30.50	7.87
137	obj137-val50484	138.25	35.59	1.48	147.27	36.74	7.54
138	obj138-val51111	55.27	18.37	3.61	60.68	15.91	7.38
139	obj139-val51425	58.38	19.52	4.26	55.92	18.20	7.87
140	obj140-val51738	64.12	25.91	3.12	56.09	20.99	8.36
141	obj141-val52052	83.48	24.93	4.10	91.35	22.47	7.38
142	obj142-val52365	158.59	26.90	4.92	162.52	22.47	7.87
143	obj143-val52679	131.86	23.78	3.12	138.25	28.04	8.36
144	obj144-val52992	72.98	25.75	2.95	77.74	27.39	8.20
145	obj145-val53306	66.09	26.90	3.12	53.46	29.19	7.38
146	obj146-val53620	123	26.40	2.30	131.04	30.50	8.20
147	obj147-val53933	20.34	32.64	4.76	18.86	32.47	7.05
148	obj148-val54247	118.74	33.95	2.95	124.97	31.82	7.87
149	obj149-val54560	157.44	31.00	3.94	159.41	36.74	7.38
150	obj150-val54874	135.96	38.70	4.26	134.15	38.21	6.72
151	obj151-val55187	68.55	22.47	2.95	63.14	19.52	8.20
152	obj152-val55501	146.29	23.94	2.95	153.01	17.88	7.71
153	obj153-val56128	57.89	24.93	3.28	47.40	23.12	7.87
154	obj154-val56442	46.25	30.83	5.25	56.91	31.16	5.74
155	obj155-val56755	133.33	36.08	5.41	131.04	34.93	7.38
156	obj156-val57382	85.12	17.88	4.92	85.94	19.19	7.54
157	obj157-val57696	71.18	22.47	3.94	76.10	22.30	8.20
158	obj158-val58009	150.88	27.72	4.59	155.47	20.01	8.20
159	obj159-val58323	44.61	18.20	5.08	41.16	18.70	7.54
160	obj160-val58950	98.07	28.70	5.74	97.42	26.08	7.54
161	obj161-val59264	169.41	33.13	5.58	170.23	29.19	7.54
162	obj162-val59577	158.92	34.44	4.76	162.03	34.28	7.87
163	obj163-val60204	156.62	29.68	3.44	154.98	28.70	8.69
164	obj164-val60518	152.68	29.68	4.43	149.40	25.75	8.69
165	obj165-val60832	147.93	36.74	4.76	155.96	33.78	8.20
166	obj166-val61772	158.92	27.06	4.92	164.16	24.11	8.20
167	obj167-val62399	11.97	25.09	4.92	26.40	22.47	7.38
168	obj168-val62713	104.30	14.10	4.92	92.00	18.20	10.99
169	obj169-val63340	45.92	27.88	3.77	34.60	29.68	10.82
170	obj170-val63654	13.61	20.50	6.07	9.68	19.84	11.97
171	obj171-val64281	158.92	27.39	6.89	157.93	28.04	8.53
172	obj172-val64594	95.28	32.47	5.41	110.04	33.29	10.00
173	obj173-val64908	93.81	15.25	5.58	92.00	18.37	10.50
