 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
1	obj1-val3745	130.38	9.02	0.33	124.48	12.96	5.74
2	obj2-val4213	133.82	26.40	1.97	120.38	27.06	2.62
3	obj3-val4681	139.07	29.68	1.48	133.50	38.38	3.94
4	obj4-val5617	127.59	20.66	0.49	130.87	19.35	3.94
5	obj5-val6085	155.96	23.12	2.30	159.41	34.44	4.59
6	obj6-val6554	163.02	25.26	2.13	165.48	34.11	6.23
7	obj7-val7022	148.58	32.14	1.64	151.70	35.10	5.25
8	obj8-val7490	124.97	33.29	1.48	122.84	38.54	5.25
9	obj9-val7958	158.42	19.84	1.97	166.13	15.74	5.58
10	obj10-val8426	121.20	17.88	2.13	125.30	12.96	5.58
11	obj11-val8894	122.34	28.37	1.48	115.46	33.29	6.07
12	obj12-val9362	110.86	25.58	2.13	113.98	35.26	6.07
13	obj13-val9830	128.58	29.36	0.66	130.87	37.23	6.07
14	obj14-val10298	155.64	39.69	3.12	153.50	46.08	3.94
15	obj15-val10766	105.62	22.63	1.64	110.04	11.32	5.90
16	obj16-val11235	175.48	19.02	3.12	169.74	16.07	5.90
17	obj17-val11703	175.48	21.65	2.30	181.55	23.94	6.89
18	obj18-val12171	107.42	30.67	1.15	106.93	37.39	6.23
19	obj19-val12639	175.15	28.21	2.13	179.58	28.70	7.05
20	obj20-val13107	80.69	33.62	2.62	85.12	33.78	5.90
21	obj21-val13575	130.38	13.78	2.30	139.24	10.99	6.07
22	obj22-val14043	89.87	22.47	4.26	102.99	11.97	4.92
23	obj23-val14511	128.58	28.37	0.98	129.23	29.52	7.54
24	obj24-val14979	90.86	27.06	3.12	95.61	33.29	6.07
25	obj25-val15448	118.24	32.47	1.48	122.34	35.92	6.56
26	obj26-val15916	132.68	20.34	1.15	130.38	16.24	7.38
27	obj27-val16384	129.40	23.62	3.12	125.79	23.94	6.40
28	obj28-val16852	139.56	29.85	1.80	145.14	35.42	6.56
29	obj29-val17320	112.34	33.95	1.31	121.69	38.21	5.41
30	obj30-val17788	116.28	19.68	2.30	110.70	13.12	6.40
31	obj31-val18256	126.77	20.17	1.31	128.41	22.96	7.54
32	obj32-val18724	102.50	24.11	2.95	99.55	35.59	6.23
33	obj33-val19192	167.77	28.54	2.46	178.92	32.47	5.90
34	obj34-val19661	115.13	33.46	2.95	115.78	35.59	6.56
35	obj35-val20129	122.67	29.19	1.15	128.08	35.75	6.72
36	obj36-val20597	104.30	23.62	2.13	107.26	12.96	6.72
37	obj37-val21065	175.48	18.20	3.12	174.66	14.92	6.07
38	obj38-val21533	143.01	33.13	2.13	150.55	34.77	6.23
39	obj39-val22001	124.80	17.06	1.97	131.86	13.61	6.40
40	obj40-val22469	137.10	21.65	1.80	138.91	21.16	8.53
41	obj41-val23405	135.46	35.92	3.44	134.48	36.90	6.23
42	obj42-val23873	144.98	22.63	1.80	141.20	16.89	7.54
43	obj43-val24342	142.68	29.52	1.64	146.62	30.01	7.54
44	obj44-val24810	138.74	29.36	1.80	136.28	31.82	7.71
45	obj45-val25278	141.86	13.28	1.64	143.66	13.78	7.05
46	obj46-val25746	80.85	12.63	5.25	72.65	13.12	5.74
47	obj47-val26214	135.79	16.73	0.33	141.86	14.92	7.22
48	obj48-val26682	80.36	23.78	3.94	91.35	32.14	6.72
49	obj49-val27150	164.33	23.94	2.62	174.17	30.67	6.40
50	obj50-val27618	157.28	30.01	3.77	166.62	32.31	6.72
51	obj51-val28086	134.32	29.03	2.46	128.58	31.49	7.71
52	obj52-val28555	77.08	21.16	3.28	86.92	16.40	6.56
53	obj53-val29023	156.46	18.86	3.94	165.97	15.09	6.56
54	obj54-val29491	114.80	22.80	2.46	119.88	19.02	8.04
55	obj55-val29959	165.64	19.19	2.95	169.41	21.48	7.87
56	obj56-val30427	133.82	20.83	1.31	130.22	21.81	8.53
57	obj57-val30895	135.63	22.80	2.30	132.84	22.14	8.69
58	obj58-val31363	121.20	24.76	1.48	117.92	27.39	7.87
59	obj59-val31831	122.02	24.93	2.62	121.03	29.03	7.71
60	obj60-val32299	154.00	24.93	3.44	162.36	28.37	7.87
61	obj61-val32768	180.73	30.67	5.58	186.30	23.62	6.40
62	obj62-val33236	133.99	26.40	2.13	135.30	29.36	8.36
63	obj63-val33704	116.28	24.60	2.79	123.33	34.28	7.05
64	obj64-val34172	103.98	28.04	1.80	101.52	30.67	7.87
65	obj65-val34640	153.83	17.55	2.62	162.03	13.61	6.23
66	obj66-val35108	119.56	20.01	2.30	129.56	15.25	7.05
67	obj67-val35576	146.94	20.34	1.97	144.81	15.42	7.54
68	obj68-val36044	143.66	23.29	2.13	143.17	24.93	8.69
69	obj69-val36512	162.20	25.42	1.97	165.64	26.90	7.87
70	obj70-val36980	140.38	27.72	2.13	144.98	28.37	8.20
71	obj71-val37449	128.58	30.01	0.66	123	30.18	8.04
72	obj72-val37917	107.09	29.85	1.31	111.68	33.62	7.54
73	obj73-val38385	138.91	24.60	2.62	138.09	28.70	8.20
74	obj74-val38853	147.93	28.37	1.97	151.70	24.93	8.53
75	obj75-val39321	70.52	26.90	4.59	83.15	31.32	6.07
76	obj76-val39789	85.61	13.45	5.08	80.03	12.79	6.56
77	obj77-val40257	146.29	13.45	4.59	154.65	14.60	6.72
78	obj78-val40725	150.55	21.81	2.95	146.29	23.94	8.53
79	obj79-val41193	86.76	24.93	3.44	93.15	25.75	8.53
80	obj80-val41662	97.74	21.98	3.44	101.02	13.12	6.72
81	obj81-val42130	89.71	18.37	3.61	94.63	14.76	7.05
82	obj82-val42598	155.47	19.68	2.79	146.94	17.88	7.71
83	obj83-val43066	82.98	22.47	3.44	90.86	19.84	8.53
84	obj84-val43534	185.16	26.08	4.76	191.55	27.72	7.05
85	obj85-val44002	149.08	24.11	2.79	154.00	32.47	7.05
86	obj86-val44470	117.75	17.71	2.95	113.00	14.27	7.22
87	obj87-val44938	107.58	20.50	1.80	101.84	16.24	7.71
88	obj88-val45406	94.46	25.26	2.79	96.92	17.71	8.04
89	obj89-val45875	75.11	23.94	4.26	86.10	21.65	7.71
90	obj90-val46343	102.34	21.81	2.62	96.92	23.45	8.69
91	obj91-val46811	105.45	23.78	2.62	109.72	22.63	8.53
92	obj92-val47279	168.59	22.14	4.26	174.33	23.62	7.87
93	obj93-val47747	116.28	23.12	2.46	111.68	23.62	8.69
94	obj94-val48215	166.95	24.93	3.61	175.48	28.54	7.05
95	obj95-val48683	114.31	26.73	2.30	109.55	28.54	8.86
96	obj96-val49151	147.76	27.22	2.13	157.44	32.96	6.40
97	obj97-val49619	67.73	18.04	4.43	75.11	13.94	7.38
98	obj98-val50087	73.31	20.17	4.26	84.62	18.04	7.38
99	obj99-val50556	120.38	20.99	2.30	126.77	22.30	8.69
100	obj100-val51024	73.14	25.58	4.76	84.13	27.72	7.22
101	obj101-val51492	106.76	28.70	2.30	103.65	26.57	8.86
102	obj102-val51960	74.13	20.34	3.61	84.62	16.40	7.05
103	obj103-val52428	172.86	20.99	4.10	171.22	16.07	7.05
104	obj104-val52896	157.11	19.52	3.77	162.52	22.30	8.20
105	obj105-val53364	123.49	23.45	3.12	116.44	22.47	8.53
106	obj106-val53832	103.16	25.75	3.77	98.24	25.58	8.69
107	obj107-val54300	68.72	29.85	4.10	66.42	29.52	8.53
108	obj108-val54769	70.68	19.19	4.10	62.81	18.86	8.36
109	obj109-val55237	113.00	23.94	2.62	111.19	20.17	8.86
110	obj110-val55705	108.40	25.09	3.44	106.11	25.42	9.18
111	obj111-val56173	42.31	27.88	6.72	32.31	24.60	7.87
112	obj112-val56641	93.64	26.24	3.94	100.04	30.67	7.87
113	obj113-val57109	111.36	17.71	5.25	106.27	14.92	7.71
114	obj114-val57577	65.93	21.32	4.26	57.24	15.74	7.87
115	obj115-val58045	62.16	22.14	5.25	51.66	18.20	8.53
116	obj116-val58513	159.57	22.30	3.94	154.16	25.09	8.36
117	obj117-val58982	66.91	24.93	4.92	56.58	29.19	8.36
118	obj118-val59450	55.60	15.09	6.89	43.46	19.84	8.20
119	obj119-val59918	60.68	25.42	5.08	48.05	21.16	9.18
120	obj120-val60386	68.39	24.93	4.59	77.08	29.85	8.20
121	obj121-val60854	66.09	24.60	4.92	57.40	23.78	8.53
122	obj122-val61322	167.94	23.62	5.08	165.97	26.90	7.87
123	obj123-val61790	45.92	14.92	7.05	33.78	20.99	8.36
124	obj124-val62258	51.00	24.44	5.90	40.02	21.16	8.20
125	obj125-val62726	58.88	28.54	5.25	48.54	28.04	8.69
126	obj126-val63194	23.62	27.39	7.22	11.48	28.54	8.20
127	obj127-val63663	8.04	24.27	7.87	15.42	20.01	8.36
128	obj128-val64131	24.93	24.93	6.72	16.24	24.11	7.22
129	obj129-val64599	24.60	23.94	6.56	29.68	24.27	9.35
130	obj130-val65067	128.58	24.76	5.74	127.76	28.04	10.66
131	obj131-val65535	1.48	21.65	7.38	9.35	19.68	8.53
