 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
1	obj1-val2979	214.84	28.86	2.13	205	26.08	3.61
2	obj2-val3475	155.14	27.88	0.66	153.18	36.08	4.92
3	obj3-val4965	160.23	30.01	0.66	164.33	37.39	5.41
4	obj4-val5958	173.35	24.11	0.49	178.43	22.14	6.23
5	obj5-val6454	176.14	28.86	0.49	184.34	29.85	6.89
6	obj6-val6951	145.14	25.09	0.98	149.73	32.31	5.74
7	obj7-val7447	159.24	17.22	1.31	167.77	10.99	4.76
8	obj8-val7944	152.03	17.06	2.46	141.37	14.60	3.94
9	obj9-val8440	148.91	22.80	0.33	146.78	17.88	6.07
10	obj10-val8937	215.33	30.18	1.80	219.92	34.28	6.23
11	obj11-val9433	170.72	31.32	1.31	181.06	35.75	5.74
12	obj12-val9930	168.10	35.10	1.31	176.96	37.56	5.25
13	obj13-val10426	187.62	21.65	0.98	188.27	16.89	7.05
14	obj14-val10923	152.36	34.11	1.15	163.02	38.70	4.59
15	obj15-val11419	85.77	2.30	2.95	95.12	8.69	4.10
16	obj16-val11915	206.48	23.94	1.80	209.59	15.25	5.90
17	obj17-val12412	215.66	26.73	2.46	210.41	17.22	6.56
18	obj18-val12908	178.10	30.50	1.31	186.96	35.42	5.41
19	obj19-val13405	164	29.68	0.16	172.04	36.74	5.74
20	obj20-val13901	154.98	27.39	0.82	156.13	32.14	6.56
21	obj21-val14398	140.55	29.19	2.46	149.57	33.95	5.74
22	obj22-val14894	158.59	30.83	0.82	159.08	33.78	6.40
23	obj23-val15391	174.50	19.02	1.48	184.17	12.63	5.74
24	obj24-val15887	157.77	17.71	1.64	163.18	13.28	6.23
25	obj25-val16384	220.42	20.83	1.80	213.53	14.76	5.58
26	obj26-val16880	58.06	25.75	2.62	53.14	27.88	6.23
27	obj27-val17377	154.98	26.73	0.82	152.19	30.18	6.89
28	obj28-val17873	162.85	30.01	0.49	164	33.78	6.72
29	obj29-val18370	210.08	32.96	2.95	217.63	33.95	6.40
30	obj30-val18866	191.72	19.02	2.62	197.13	21.16	7.38
31	obj31-val19363	143.50	24.76	1.48	146.29	30.50	6.23
32	obj32-val19859	171.71	28.21	1.48	183.19	30.67	7.05
