 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
33	obj33-val20356	167.12	30.34	1.80	177.28	33.62	6.72
34	obj34-val20852	165.80	16.24	1.97	173.51	11.97	5.74
35	obj35-val21349	61.83	14.27	3.44	70.52	12.96	6.07
36	obj36-val21845	180.56	18.86	0.98	181.55	17.06	7.38
37	obj37-val22341	164.33	19.02	1.64	171.22	18.70	7.71
38	obj38-val22838	187.29	28.21	1.64	195.65	35.10	6.07
39	obj39-val23334	155.80	18.86	1.80	156.78	19.02	7.71
40	obj40-val23831	169.58	23.78	1.15	174.99	20.50	7.87
41	obj41-val24327	224.84	22.63	1.64	221.73	24.76	7.54
42	obj42-val24824	154.49	22.30	1.80	145.63	21.81	7.38
43	obj43-val25320	169.90	26.40	1.31	179.58	25.26	7.87
44	obj44-val25817	134.81	26.57	2.62	146.12	31.32	6.07
45	obj45-val26313	188.11	27.22	2.13	186.47	28.37	7.71
46	obj46-val26810	164.82	28.21	1.64	172.04	33.29	6.72
47	obj47-val27306	132.51	31.00	2.62	143.17	35.92	5.08
48	obj48-val27803	204.18	18.86	2.62	199.75	20.83	7.22
49	obj49-val28299	154.98	21.65	1.48	151.70	20.01	7.38
50	obj50-val28796	155.96	23.29	1.97	153.34	28.21	7.54
51	obj51-val29292	161.05	26.73	1.97	156.78	28.37	7.71
52	obj52-val29789	164.82	25.42	2.46	175.81	30.67	7.38
53	obj53-val30285	65.27	17.22	3.61	78.88	15.25	6.56
54	obj54-val30782	136.12	23.12	2.79	147.44	18.37	6.89
55	obj55-val31278	216.32	26.08	2.62	220.42	22.63	7.54
56	obj56-val31775	166.46	23.78	1.64	175.97	27.22	7.71
57	obj57-val32271	58.55	22.63	3.28	70.19	25.58	6.40
58	obj58-val32768	195.32	27.06	2.46	196.80	26.90	8.04
59	obj59-val33264	131.86	27.06	2.13	139.07	30.34	7.38
60	obj60-val33760	218.94	30.34	2.30	218.61	26.24	7.71
61	obj61-val34257	228.29	28.86	3.44	232.72	37.23	5.58
62	obj62-val35250	75.77	13.94	4.92	87.90	16.73	5.58
63	obj63-val35746	154.16	17.55	2.13	151.04	15.74	7.22
64	obj64-val36243	209.43	23.62	2.79	215.17	22.30	7.54
65	obj65-val36739	157.93	24.76	2.13	159.41	20.66	7.87
66	obj66-val37236	67.57	21.81	2.79	77.57	24.60	6.40
67	obj67-val37732	185.81	24.76	1.97	190.57	23.94	8.20
68	obj68-val38229	161.38	28.04	1.80	169.58	28.86	7.71
69	obj69-val38725	215.17	28.70	2.30	214.84	24.93	7.87
70	obj70-val39222	125.46	29.36	3.12	132.84	32.14	6.72
71	obj71-val39718	219.27	30.01	2.30	226.81	34.93	6.07
72	obj72-val40215	53.30	17.38	3.44	59.04	16.40	7.54
73	obj73-val40711	161.54	18.70	1.80	158.92	17.71	7.71
74	obj74-val41208	181.88	23.45	2.30	186.47	19.35	7.54
75	obj75-val41704	68.22	28.54	4.76	81.02	25.42	5.41
76	obj76-val42201	232.72	30.18	3.77	243.87	33.29	6.56
77	obj77-val42697	184.17	26.73	1.15	187.29	31.98	7.05
78	obj78-val43194	61.83	11.48	5.41	50.02	13.28	5.41
79	obj79-val43690	171.38	19.02	2.13	175.32	15.91	7.22
80	obj80-val44186	135.63	20.01	3.44	144.16	16.40	6.89
81	obj81-val44683	70.68	19.35	3.61	83.97	18.37	7.22
82	obj82-val45179	178.27	22.47	1.15	178.27	18.86	7.87
83	obj83-val45676	183.35	26.24	1.64	185.81	23.12	8.20
84	obj84-val46172	219.76	26.08	2.95	228.29	28.54	7.22
85	obj85-val46669	44.44	14.10	5.74	33.95	15.74	6.23
86	obj86-val47165	126.28	20.34	3.28	119.39	14.60	6.07
87	obj87-val47662	197.46	22.47	2.46	196.80	17.88	7.22
88	obj88-val48158	59.70	19.68	3.44	51.99	20.34	6.89
89	obj89-val48655	230.75	30.50	4.76	228.45	20.17	5.90
90	obj90-val49151	194.83	31.00	3.28	191.72	29.03	7.71
91	obj91-val49648	123.33	31.49	3.44	132.18	34.77	6.07
92	obj92-val50144	62.81	20.01	3.12	72.98	21.32	7.05
93	obj93-val50641	205.98	24.93	2.95	201.39	20.83	7.54
94	obj94-val51137	62.65	19.19	3.28	57.56	23.12	7.54
95	obj95-val51634	141.04	23.78	4.76	148.75	26.57	7.22
96	obj96-val52130	59.20	21.48	3.44	47.89	22.47	6.72
97	obj97-val52627	190.24	26.24	2.95	195.65	23.78	7.87
98	obj98-val53123	210.74	32.47	2.79	212.38	24.93	7.54
99	obj99-val53620	197.29	29.52	3.28	203.36	29.85	7.71
100	obj100-val54116	64.29	17.88	3.28	58.22	15.74	7.54
101	obj101-val54613	128.90	19.19	3.28	136.94	17.71	7.54
102	obj102-val55109	102.66	18.04	5.58	91.84	16.73	6.07
103	obj103-val55605	162.52	22.47	2.46	166.13	19.68	8.04
104	obj104-val56102	50.51	21.48	3.28	46.58	24.27	7.54
105	obj105-val56598	206.15	27.72	2.79	208.61	24.76	7.87
106	obj106-val57095	125.30	25.26	3.12	121.69	29.19	7.87
107	obj107-val57591	113.32	27.39	4.43	107.91	29.52	7.05
108	obj108-val58088	41.66	18.86	5.25	53.14	14.43	6.07
109	obj109-val58584	121.20	26.24	3.94	109.72	27.88	6.72
110	obj110-val59081	119.72	13.12	5.08	109.55	16.73	6.72
111	obj111-val59577	123.33	24.76	3.28	113.98	23.94	7.54
112	obj112-val60074	199.42	24.76	3.44	204.34	25.75	7.87
113	obj113-val60570	88.07	24.11	5.41	102.01	25.91	6.07
114	obj114-val61067	123.66	19.35	3.61	116.93	19.68	8.04
115	obj115-val61563	131.86	22.30	3.28	144.32	21.98	8.20
116	obj116-val62060	129.40	24.27	3.28	135.14	22.14	8.20
117	obj117-val62556	201.56	33.62	4.26	206.64	32.80	6.89
118	obj118-val63053	129.07	24.11	3.44	121.85	20.99	8.20
119	obj119-val63549	116.77	23.45	4.10	106.11	24.44	7.54
120	obj120-val64046	133.50	24.11	3.28	145.14	28.86	7.22
121	obj121-val64542	121.52	22.80	3.44	110.04	20.99	8.20
122	obj122-val65535	98.73	20.34	6.40	112.18	17.55	6.56
