 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
59	obj59-val46421	178.92	20.01	2.30	183.19	19.35	7.87
60	obj60-val47103	135.79	20.83	3.77	145.80	17.55	7.22
61	obj61-val47786	160.72	21.16	1.97	157.28	18.70	7.87
62	obj62-val48469	197.62	20.50	2.46	198.77	22.63	8.20
63	obj63-val49151	225.17	25.42	4.59	224.35	25.91	6.89
64	obj64-val49834	202.38	27.88	2.30	201.56	25.09	8.04
65	obj65-val50517	166.30	18.86	2.62	164.66	19.68	8.04
66	obj66-val51199	128.58	16.24	5.25	118.57	18.37	6.72
67	obj67-val51882	205.66	26.08	3.28	213.86	20.83	7.22
68	obj68-val52565	138.91	21.16	3.44	142.68	22.80	7.71
69	obj69-val53247	206.97	23.78	2.79	201.39	22.47	7.87
70	obj70-val53930	180.07	22.80	2.13	183.68	27.55	7.38
71	obj71-val54613	127.26	21.48	4.26	137.27	17.22	7.05
72	obj72-val55295	144.32	21.98	3.61	151.70	18.20	7.71
73	obj73-val55978	166.13	22.47	2.62	170.07	20.34	8.04
74	obj74-val56660	195.98	25.75	3.12	196.96	24.11	8.20
75	obj75-val57343	89.54	29.19	6.23	106.60	30.01	6.89
76	obj76-val58026	134.81	23.45	3.28	132.84	22.14	8.04
77	obj77-val58708	99.55	24.44	5.08	97.58	22.80	6.56
78	obj78-val59391	133.00	32.14	5.58	121.85	29.85	6.89
79	obj79-val60074	209.43	27.55	3.61	218.28	22.14	7.05
80	obj80-val60756	124.97	24.27	4.43	116.44	24.76	8.04
81	obj81-val61439	99.22	20.34	5.90	88.72	21.48	6.23
82	obj82-val62122	182.37	22.47	4.10	187.12	23.29	7.87
83	obj83-val62804	135.79	23.78	3.12	142.84	26.57	7.87
84	obj84-val63487	195.00	23.45	3.28	187.78	20.01	7.87
85	obj85-val64170	129.40	23.45	4.10	124.97	25.26	8.20
86	obj86-val64852	125.62	22.96	4.59	116.60	21.32	7.54
87	obj87-val65535	120.21	23.29	4.59	110.86	20.50	6.89
