 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
1	obj1-val6898	20.66	26.73	0.16	18.37	30.01	1.97
2	obj2-val7884	93.32	20.34	1.15	98.56	22.47	5.41
3	obj3-val8869	98.24	19.35	1.31	93.48	15.58	3.77
4	obj4-val9362	27.22	25.42	2.30	37.23	25.42	2.62
5	obj5-val10348	34.77	28.70	2.30	43.95	27.22	3.44
6	obj6-val10840	134.15	2.46	2.13	121.36	15.25	5.41
7	obj7-val11333	49.04	21.81	1.64	56.58	19.68	3.12
8	obj8-val11826	68.72	26.73	3.12	57.89	27.39	3.12
9	obj9-val12319	78.06	17.22	2.46	87.58	15.09	5.08
10	obj10-val12811	93.64	27.72	2.30	88.07	28.37	5.74
11	obj11-val13304	117.59	23.29	2.62	116.28	21.32	4.92
12	obj12-val13797	67.08	18.04	2.46	74.78	16.24	4.59
13	obj13-val14290	89.22	23.78	2.13	85.12	20.17	5.74
14	obj14-val14782	81.34	30.01	2.30	89.38	31.32	5.25
15	obj15-val15275	94.30	27.88	2.46	94.79	30.34	6.40
16	obj16-val15768	108.73	18.04	2.46	119.06	15.25	6.23
17	obj17-val16261	161.54	6.89	3.77	168.10	13.45	7.05
18	obj18-val16753	100.70	20.66	3.44	111.03	16.73	6.23
19	obj19-val17246	117.75	23.94	2.62	119.88	19.68	6.72
20	obj20-val17739	137.76	36.41	5.74	127.92	35.26	5.90
21	obj21-val18232	93.15	23.94	3.44	82.66	26.08	4.59
22	obj22-val18724	167.28	14.76	4.10	177.45	11.97	8.20
23	obj23-val19217	96.92	20.17	2.62	100.04	19.68	6.23
24	obj24-val19710	121.03	22.30	2.95	126.44	17.22	7.22
25	obj25-val20203	99.88	26.08	3.44	91.18	28.04	6.40
26	obj26-val20695	127.10	20.66	3.28	138.91	17.22	7.38
27	obj27-val21188	125.13	16.56	3.77	133.00	15.91	6.89
28	obj28-val21681	94.14	18.70	2.79	100.04	16.24	6.40
29	obj29-val22173	100.70	20.99	3.12	108.90	17.38	6.89
30	obj30-val22666	105.62	26.57	3.44	96.43	28.86	6.89
31	obj31-val23159	109.06	33.62	4.10	118.90	33.29	6.89
32	obj32-val23652	148.26	23.12	3.94	149.08	20.34	9.35
33	obj33-val24144	100.53	30.18	3.44	108.40	32.47	7.05
34	obj34-val24637	123.66	31.82	3.61	130.87	33.29	7.54
35	obj35-val25130	108.24	22.30	3.12	118.74	19.02	7.05
36	obj36-val25623	109.55	25.58	3.12	116.60	22.14	8.04
37	obj37-val26115	107.91	25.26	3.12	99.88	24.76	7.38
38	obj38-val26608	116.44	26.08	3.44	126.12	28.04	8.36
39	obj39-val27101	106.76	28.86	3.12	113.82	28.21	7.87
40	obj40-val27594	117.59	30.83	3.44	126.94	30.18	8.04
41	obj41-val28086	124.15	26.90	3.28	139.24	25.58	9.02
42	obj42-val28579	109.39	27.55	3.12	119.72	30.83	7.38
43	obj43-val29072	158.59	34.60	5.41	158.10	43.79	7.87
44	obj44-val29565	138.42	27.22	5.08	149.90	26.40	10.33
45	obj45-val30057	199.75	8.53	6.56	202.21	17.38	10.66
46	obj46-val30550	187.12	17.22	5.90	192.70	12.79	9.84
47	obj47-val31043	129.07	29.68	5.58	131.53	27.72	8.69
48	obj48-val31536	157.11	30.67	6.07	163.84	34.44	9.51
49	obj49-val32028	180.07	16.24	6.40	181.71	12.96	9.84
50	obj50-val32521	182.86	25.75	6.23	182.86	15.25	8.69
51	obj51-val33014	136.78	19.68	5.90	145.14	18.86	9.18
52	obj52-val33507	127.10	19.52	4.10	136.61	20.83	8.53
53	obj53-val33999	130.87	30.50	4.92	139.73	29.19	9.02
54	obj54-val34492	167.94	18.37	5.90	174.66	12.30	9.51
55	obj55-val34985	173.35	22.47	5.58	179.74	13.78	10.00
56	obj56-val35478	140.88	30.50	5.58	147.44	33.29	9.02
57	obj57-val35970	150.39	32.31	6.40	151.04	33.78	8.36
58	obj58-val36463	187.78	14.10	5.25	186.80	14.92	10.50
59	obj59-val36956	119.23	24.76	3.77	135.96	24.60	9.02
60	obj60-val37449	154.00	22.80	6.40	164.49	15.09	9.18
61	obj61-val37941	134.32	24.11	4.76	144.98	25.58	9.35
62	obj62-val38434	161.54	16.89	5.58	168.76	12.79	9.18
63	obj63-val38927	160.72	13.78	7.71	149.73	17.22	8.53
64	obj64-val39420	154.82	25.91	5.41	155.14	21.32	10.66
65	obj65-val39912	166.95	24.60	5.90	168.76	15.42	10.33
66	obj66-val40405	149.57	27.88	5.58	156.29	30.34	10.33
67	obj67-val40898	151.86	31.16	6.07	159.24	34.93	9.51
68	obj68-val41391	167.61	25.91	6.40	160.72	19.02	10.33
69	obj69-val41883	187.62	24.76	7.54	195.16	15.58	11.32
70	obj70-val42376	175.32	29.68	6.56	185.32	35.26	10.99
71	obj71-val42869	167.44	31.32	6.72	177.94	35.10	10.82
72	obj72-val43362	163.51	27.72	6.56	155.31	25.75	10.66
73	obj73-val43854	165.15	31.32	6.56	162.20	29.36	10.99
74	obj74-val44840	173.18	23.45	5.90	176.79	15.91	10.82
75	obj75-val45332	192.21	28.54	7.22	198.60	35.59	11.81
76	obj76-val45825	178.60	24.93	7.38	186.47	15.58	11.15
77	obj77-val46318	181.55	24.93	7.71	192.54	16.56	11.48
78	obj78-val46811	169.58	25.75	7.05	175.32	20.17	11.81
79	obj79-val47303	164.33	27.88	6.72	167.94	23.12	11.64
80	obj80-val47796	175.81	27.22	6.40	171.87	25.91	12.14
81	obj81-val48289	191.22	29.36	7.38	192.37	21.32	11.97
82	obj82-val48782	196.47	14.60	7.38	195.32	15.25	11.15
83	obj83-val49274	195.32	18.20	8.04	202.38	16.89	11.97
84	obj84-val49767	177.94	26.73	7.22	185.32	30.18	11.97
85	obj85-val50260	186.47	32.64	7.38	189.42	30.83	12.14
86	obj86-val50753	202.70	18.20	9.18	205.66	16.40	12.14
87	obj87-val51245	173.35	24.76	6.89	181.88	19.84	11.97
88	obj88-val51738	169.08	28.37	7.38	176.30	31.00	11.64
89	obj89-val52231	181.88	26.40	6.72	189.26	26.57	12.63
90	obj90-val52724	195.00	27.22	7.54	197.62	28.04	12.96
91	obj91-val53216	202.87	26.73	9.18	207.46	27.39	13.61
92	obj92-val53709	200.90	33.29	8.69	206.64	30.83	12.96
93	obj93-val54202	176.96	25.58	7.22	186.14	21.98	12.30
94	obj94-val54695	199.26	20.99	9.35	205	20.01	12.79
95	obj95-val55187	196.80	23.94	7.71	199.92	24.93	12.96
96	obj96-val55680	195.49	17.22	9.35	198.28	18.53	12.30
97	obj97-val56666	197.46	25.09	8.69	199.92	25.58	13.12
98	obj98-val57158	200.90	29.85	9.02	202.05	28.70	12.96
99	obj99-val57651	218.61	28.70	10.66	226.16	26.90	13.12
100	obj100-val58637	207.62	26.57	9.35	209.92	25.09	13.61
101	obj101-val59129	213.20	24.44	10.33	215.66	26.57	13.12
102	obj102-val59622	208.28	33.29	10.50	212.05	26.57	13.12
103	obj103-val60115	214.02	28.37	10.00	213.53	30.18	13.61
104	obj104-val60608	208.12	18.20	10.00	216.81	20.50	13.94
105	obj105-val61100	213.36	24.27	10.33	222.38	25.26	14.43
106	obj106-val61593	217.30	21.32	10.00	222.55	17.55	13.61
107	obj107-val62086	202.54	23.62	9.84	212.38	22.14	13.61
108	obj108-val62579	200.74	22.80	9.51	202.87	21.81	13.28
109	obj109-val63071	227.14	26.08	11.32	230.09	32.96	14.60
110	obj110-val63564	220.09	22.96	11.32	228.45	19.68	14.10
111	obj111-val64057	229.27	20.34	12.14	235.18	19.02	14.43
112	obj112-val64550	235.18	20.34	12.63	240.42	22.30	14.76
113	obj113-val65042	234.36	28.86	12.63	231.24	31.82	14.60
114	obj114-val65535	224.52	24.60	12.96	235.50	23.29	14.60
