 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
1	obj1-val2900	3.77	2.84	18.43	1
2	obj2-val4060	5.84	4.47	19.18	2
3	obj3-val4640	9.64	8.40	29.95	3
4	obj4-val5220	4.38	3.39	17.10	2
5	obj5-val5800	7.61	5.40	53.13	3
6	obj6-val6380	7.23	6.98	14.04	2
7	obj7-val6959	9.05	4.92	25.43	3
8	obj8-val7539	10.45	5.19	9.46	3
9	obj9-val8119	8.34	6.20	9.29	2
10	obj10-val8699	9.79	4.53	56.77	3
11	obj11-val9279	6.25	4.54	36.87	3
12	obj12-val9859	5.73	2.64	20.22	2
13	obj13-val10439	2.34	2.00	6.34	1
14	obj14-val11019	6.80	2.97	37.35	3
15	obj15-val11599	7.91	6.93	5.71	2
16	obj16-val12179	8.86	6.01	23.20	3
17	obj17-val12759	5.51	3.31	22.11	2
18	obj18-val13339	7.59	5.20	28.14	3
19	obj19-val13919	4.26	2.84	6.12	2
20	obj20-val14499	4.96	2.62	22.99	2
21	obj21-val15079	5.57	3.52	56.31	2
22	obj22-val15659	5.95	5.01	11.31	3
23	obj23-val16239	8.38	4.92	18.76	3
24	obj24-val16819	3.61	2.73	58.24	2
25	obj25-val17399	11.04	3.37	10.30	3
26	obj26-val17979	5.26	3.71	74.25	2
27	obj27-val18559	7.70	3.54	25.08	3
28	obj28-val19139	8.41	3.94	13.24	3
29	obj29-val19718	11.46	3.38	14.04	3
30	obj30-val20298	10.52	3.06	15.04	3
31	obj31-val20878	5.24	2.74	70.56	3
32	obj32-val21458	7.01	4.21	9.66	2
33	obj33-val22038	4.00	1.90	19.09	2
34	obj34-val22618	6.14	2.87	17.10	3
35	obj35-val23198	5.20	3.31	59.30	3
36	obj36-val23778	10.67	8.17	11.47	3
37	obj37-val24358	7.43	3.81	10.41	3
38	obj38-val24938	4.46	2.96	19.09	3
39	obj39-val25518	7.18	5.18	9.27	3
40	obj40-val26098	5.71	3.03	18.92	2
41	obj41-val26678	4.44	3.92	82.41	2
42	obj42-val27258	7.57	4.96	2.16	3
43	obj43-val27838	4.95	3.75	28.50	3
44	obj44-val28418	9.05	6.60	70.35	3
45	obj45-val28998	9.07	5.25	20.90	3
46	obj46-val29578	5.38	4.39	70.35	3
47	obj47-val30158	8.56	4.58	15.07	3
48	obj48-val30738	6.42	3.01	2.60	3
49	obj49-val31318	7.77	4.88	30.26	3
50	obj50-val31898	2.59	1.07	20.56	1
51	obj51-val32478	11.11	5.52	19.15	3
52	obj52-val33057	2.74	1.69	18.43	2
53	obj53-val33637	6.57	3.97	6.34	3
54	obj54-val34217	5.28	2.40	51.34	3
55	obj55-val34797	8.70	2.67	41.55	3
56	obj56-val35377	3.83	2.11	56.31	2
57	obj57-val35957	11.29	7.08	21.25	3
58	obj58-val36537	4.74	2.38	28.18	2
59	obj59-val37117	16.81	4.35	20.38	4
60	obj60-val37697	10.40	2.69	4.03	3
61	obj61-val38277	3.98	2.06	48.99	2
62	obj62-val38857	7.16	5.60	14.86	4
63	obj63-val39437	8.00	3.80	48.81	3
64	obj64-val40017	5.71	4.42	3.58	3
65	obj65-val40597	4.46	1.82	2.12	2
66	obj66-val41177	7.50	3.34	31.61	3
67	obj67-val41757	9.33	4.51	4.40	3
68	obj68-val42337	12.51	4.82	24.19	3
69	obj69-val42917	10.09	4.37	26.95	3
70	obj70-val43497	7.67	3.73	14.30	3
71	obj71-val44077	7.56	3.14	31.61	3
72	obj72-val44657	10.00	4.90	19.90	3
73	obj73-val45237	5.08	4.13	65.70	2
74	obj74-val45817	5.88	3.40	21.80	2
75	obj75-val46396	8.25	4.65	11.09	2
76	obj76-val46976	2.99	2.20	74.74	2
77	obj77-val47556	6.21	4.96	7.31	3
78	obj78-val48136	7.03	3.64	59.22	3
79	obj79-val48716	4.91	2.34	6.34	3
80	obj80-val49296	15.34	4.29	8.83	4
81	obj81-val49876	5.04	2.89	32.01	3
82	obj82-val50456	4.00	2.83	19.09	3
83	obj83-val51036	9.14	4.02	21.25	3
84	obj84-val51616	12.91	3.92	14.04	3
85	obj85-val52196	7.85	4.57	10.89	3
86	obj86-val52776	11.08	2.96	24.38	3
87	obj87-val53356	6.25	3.30	5.95	2
88	obj88-val53936	9.65	3.33	8.39	3
89	obj89-val54516	3.69	2.82	18.43	3
90	obj90-val55096	8.89	3.33	16.89	3
91	obj91-val55676	4.08	0.77	48.65	2
92	obj92-val56256	5.01	3.38	58.74	2
93	obj93-val56836	NaN	NaN	NaN	3
94	obj94-val57996	3.43	1.06	12.26	2
95	obj95-val58576	7.60	6.33	28.95	3
96	obj96-val59155	NaN	NaN	NaN	4
97	obj97-val59735	11.76	4.94	5.48	3
98	obj98-val60315	6.23	5.38	25.46	3
99	obj99-val61475	4.08	2.28	25.64	2
100	obj100-val62055	10.65	3.76	8.75	2
101	obj101-val62635	12.57	5.08	11.74	3
102	obj102-val63215	12.47	3.68	10.57	3
103	obj103-val63795	NaN	NaN	NaN	3
104	obj104-val64375	9.92	2.54	13.82	2
105	obj105-val64955	9.28	2.86	2.96	2
106	obj106-val65535	4.80	3.15	26.57	2
